production_composition_id	participant_arity	round16b_candidate_ids_json	state_count	state_id_set_sha256	transition_count_by_current_state	transition_id_set_sha256	workflow_count	workflow_id_set_sha256	export_count	export_id_set_sha256	partition_status	semantic_carry_forward_authorized
R16A-PCOMP-837436F8392820809D98	3	"[""R16B-LOCAL-FAMILY:1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a""]"	24	30a3dd336aee43de5c48d308a292627973da7afc3996c02c842e668c2f84489f	1948	942c9ed81b39f333a03e94728f854e2955ebe9a24829e630c815da7c559d172c	24	291e0ba7c47fad86c76ffa0f02d46875dc7762006cff3e1d5252bd2832fead1d	48	b0f1592f93eeae82c7c5213e20157b71a8d7cc6c371b55361778de337681c2b1	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-837F33233067C62218C3	2	[]	8	118c51a1662e9b7e73fdc6999ddbbf08cf22bc9dab3237cf6d3c0877f20a9259	1216	0eead5d19738501ed93d0f5669ed8aece46fcdcf38f7bafd98247566ece8bb0a	8	df0c79ffb2b03b2c264f2055136a1d1af072950b6e39745e1c3181f7cb97caab	16	4d72dbe0d2726d981c7bbee19f4219abdc08aca1f31d2ee87d2f34da30aa721c	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-8380935AB49D32903CC1	3	"[""R16B-LOCAL-FAMILY:23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1""]"	24	c956f69dff983d4e667e5c234e316d6ec40f0439cc26068a3644bba4e0b546c0	3700	12ac79d2899c6427ba8602b404eb2a6c0405c3b3c55f73118d4d54d0b61cfa03	24	9a846c1cd397c3dd1bec6bbfac2b498c431b2c9e41d5147c204c4cad1d13aaf9	48	1d5fcfdbed4dddc868fd0020c5e7a9d6c3ce7d020b16309ef692efc6259f62a7	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-83C4612A13B5FDB3F4A4	3	"[""R16B-LOCAL-FAMILY:3648ab4f374cda7a490244914de785b764e7e4f7c872f094e8a2d3f03a71a560""]"	24	8c5c7207a3f752095854526d14f077657c9a5d5b33451b45ed278c1a9dd11cd9	3700	ca79123736cafd2a23ebe9f58f2b05c9255c6322c7f9ff175521c3a340563691	24	a284cb2712fe928c5df32eaed1a63c814d43c9423be12cdbf5bbb578546f13cc	48	0554cb6ad2f7e2f8a10d77cec3f35603369057bed3b9ec80ad9bc4bdd320fc98	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-8555C559B484EB985A20	3	"[""R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e""]"	24	b3991a89c3a8e118b7d68ee1124469f6f5b7999cb4983887a7c826d282c6a9d3	1948	dc807638fff620a299de7590b5be7a5ec4ea3b3c0b5ee611440445d14938c770	24	0adc10a7558bcea74f3737b5ed7de3385fc88a8a8955d9312ffcd85a93256b1b	48	2bfe19a84cc33e0bde750bb11da5af29bd1bf441ca35345d81202f0f2b52f937	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-8B6EC57A586CA2DC2933	3	"[""R16B-LOCAL-FAMILY:1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a""]"	24	a984b2bef0f971cd5c15793857a887d167aae57195458b9a4cd35b7744c08881	1948	dff205179b3b32f02c7c189e55a65fac4a874db61aa04a2d8208e3fe6030e652	24	045970c7de3c5b7ba5d45a9ce2ce2ad2cafd2d814630f563378e710193ec5240	48	10e5b9a1e0869a7492caee4a39c2b51f66d79afd6b19fd950749baffd0734ef8	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-8C2576153FAF88D5FE62	2	[]	8	d5dac970c3fcaf791a81075230b86a98c0d7ba078a5fe531ec022be3bf210419	1216	7cd624ec541bdce6880df2ad556fe647b5147a417ecf66bb6165016c85ad2bf6	8	6072c7a7f4c4fa8d5f9a0198c48906ebff4f450da4489f39cbef8b7dd71fe3d8	16	29014cb7e5ab63b65c4e2310f01bfd1b24b9181478d3126057e6ffbaf8f2a7bc	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-90A37A1E9AE2AD0FFD06	3	"[""R16B-LOCAL-FAMILY:af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a""]"	24	bb912e4a8dbbda15c8c67de8c39bf1c03b17a04591d7c03e96bf4913058b2095	3700	aba637fa9239ac31f14bba14ce5e8c55d6e1b4bfa35ee36fbe4b08b323b6bd4f	24	173cfda61f13b04c4d9ae174073b69ec059e9c3ac2909d818782dc7915f901f3	48	f0b5dfafae36bef3e6e2c30ddeba884c199a291d313f0ab874df0ff18b4891e0	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-90FF68DAFB1D06E172C3	2	[]	8	afe093a04d85dd3cbdccdc755560d4bafb556ce8137740695809da78b4a03fc1	120	b0664bad4276befb2b5a6cd65bf61900646dda9e51816357ee0eebf5356851d0	8	157444bbd9a032d1b5ff78c3a95e64120bbd17713103f6d9616568d33d0e55d8	16	3ac5a3c455785d41312b9789b7a5ca05e2523db5ccad4871a6abd657fb0d50bc	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-91C566F47547D9BE6037	3	"[""R16B-LOCAL-FAMILY:1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a""]"	24	50e5ff48d29a38d87fbf96a85dbd790c30856477bcf1559acaa625b112406d5d	1948	6770b1ddbd8f1846a5af50b3eea99f35cffe602fa5fb47838de26b3a68c6a640	24	3bd76323d95c822b3a2f92a8c6d2bd2f1b1c403ad217efc402d4ee8ca11c1bf0	48	19666597362997690eb7b2558b12b01f7e063e21792ec46c462877e0abc9fd68	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-91EB791E43E94F17129E	2	[]	8	44a839e88304060fb51583dbf5e3092301651f8bbea911b963a0a68773964892	632	6af6a2b98b7c0282a02a02cd627c15a13b07ec4121de8fe65b09a8b45a2d63fd	8	3e6bdac7d1d177e0b8d38f2d9c32f05de31ac8d274faca99e3a6645597c54009	16	b2f0349334aee0040705d46b80e344b5d377569b0418a91352ef37d46983ecf6	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-933FC0AE97A433065CB9	3	"[""R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e""]"	24	93d34bde2b113444014c342e0ebd0c1b29fb8892afcba2d6d95e8bbaac3134c7	1948	e9622f4154f92f3b6810f8fe2dedabb8516b68d7059860816fd03b46e67ae679	24	c43d8af4cf87d1ed87c08513d4ba39a91c903e6483e39cca4cc837068aab2574	48	223aa67816c556024c17c3845a36b077f305b6c74e2b5a77696a1717d177539e	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-94D02688D5AA8947285B	4	"[""R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a""]"	64	050879dc5b188863dd0931d6da7cbb3be861e3d0d84a96e26497d6213d31c50a	9996	19ea402bb206366b0b79c35ac76aa25f5f304907e4f2bb12839d746ee90f07dd	64	e09124b897c5c58d8aa0ce11d8d1363a86de633f546c8980ead7d92f69df52ae	128	c3571be3950dc4d09c74ca1acd8e5fb097c21da679b573a4971c12d337153abc	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-95215E543ACB5E8F5D4C	3	"[""R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e""]"	24	8774ac990a1a285f5a5a4a753924a85129ba86600fa63ba2628a4fc5da45fdab	1948	420ad570a6bd160f9e9f8c6ee21fe1ee896c147817bf6335cb2f7cdf4bef9971	24	58a353fc4af514495391489f5a700a1dc991ac1e443bfa622c34eb5e5e27ef02	48	9293d27fa93bf4379698bd02618ecaf2f7ab8a53bcae57eacdceb64d123b40d6	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-9568A00F1BB879D242D1	3	"[""R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e""]"	24	474e84178e172bbe14e3d4b81000fd76fa0c021933527299d444732a57bc0d86	1948	9ff2f81cd2136698f3f9d43ff5e8785791cc3f06f74bb6330642f42a9d6ba105	24	f0e8240b75f2997f728f95d68c88be2797a4862293d1f9750b3c53aaace9e942	48	bd37982191f9f402295c4a8782604636278a07c54a7cd309936f0e34cd5c1836	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-95C4825A049407F782CA	3	"[""R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e""]"	24	9decd8a18be14a0e24d2c69c5f9555bc814d89d7494bfbb157b6073cc2372c1a	1948	37a28cdae17f305a02215ed2de16524c324ff319c5ef6ba504fd6fd06a03842c	24	6b25e3373cfb5522724f5bb59e6b0231d5dd5658335650816dedf80e5ad453e0	48	1bf45314c66cc634e0e5b8dcc1110d39df13284ea9ef530e9fb55bb15e346570	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-9727C78F3674778FFC42	3	"[""R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e""]"	24	c87391d93743dc7792b5df0f1aed0e18e4f8494ca463512837b3f76a72e2a2a3	1948	230273fce9d718183225554e0bd257fefef27d2e56ea6cf708941ef5363746ec	24	4df7e02fa0dc327510620092a0411407ee53ca7ae45f9418cde2fbdc9de73866	48	df02dc8aa1f191accbe346101ee2ea80879bcd8b9eae15aafaf8356c5c5ca0a6	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-9966F3A37371F957CFD5	3	"[""R16B-LOCAL-FAMILY:23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1""]"	24	8a1ec97e77d6cacc87cce89df2acaf742e0781e175e7446e6d8ac09b2af75e0d	3700	224d2cc261f3cbb6ab9424d600d117eebff98980d240b91f578fd61db2f71bdd	24	52989639ab47629784f30675dc0ba93766024535ddff4fe75d83398b9958fd5b	48	d7625253b47c2af56991cc705cae67e7f36a3bc224fc442ab7e42d4f31554703	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-9997899DC2630315B016	3	"[""R16B-LOCAL-FAMILY:3648ab4f374cda7a490244914de785b764e7e4f7c872f094e8a2d3f03a71a560""]"	24	08236cb4a7378395824a34be3400721bda6c18649539d0e443f77851a6bb3e35	3700	cb0c1adbcece3c998da0c1cb38c2c47b97a12373c162b95ad16ab3f8490850bf	24	c94407a057ac9fab057de23891b83d6d42678209ef36a5b461f57fbb93b37d4d	48	df6aa1eebbf604d2d114909dc7677659195cf358941afd8587093866c2fe1bde	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-9B2E6A48F4613D381EB9	3	"[""R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e""]"	24	687db3b6f100db56eef22425db33d55feb732fad798a9c7734a1e55596ff03a4	1948	749bbf4d3c244862fdd9cccd5033e3964c6d1e3060ff2038e2682c2623e54b87	24	ca80f909789e3801665e47c7a232beca78b8ce1269653be441e4a40073b8a212	48	42911b9c356d56e1655d72f22aae0761843271124ae21d0c7cbca723becb9adb	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-9C3E77281BD090381F78	2	[]	8	61a7ed961c299f3de7c3a5afac6b3c4e7cd39560a73a1c0b777062d927789534	208	3ebb859a6836a6baad087ebab8ca1b1904fb09de4df63672a08952b086551552	8	8181de2a845d7a0755ce1eeec4b4e6f7f841284b303084d06f5b35e05d332e8f	16	e9e62247661af18bbde9b8bb44621231158cba2b5af1e38e9f1f04556b8e4caf	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-9C75870125A7EB6DB1D3	2	[]	8	b63bcdd54ac3c59073b3cad87a16584df26b3bbda22959a332da0cac44102511	208	133a0aeb8da557ed8c1f10d6fb33b72894c06aff1c3ca58abaf188a3eded8bc9	8	133aa2c7968d6707470934379c99d5d20c38a87b076b9adc244ef94fea905e37	16	0c1cd3a5e03c621bf896cce6394753e2d493e00af68b9a9f878d9358973c073e	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-9D01A6B08F7E9BE1FB81	3	"[""R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e""]"	24	97a05e731ff631feaa9b74012b1e4477fb114581f7fb1d76f09a88161b976561	1948	04f53f70c786beb5285b05f579b49d699fa1a21271fea3750835369b8f9f5026	24	7c63ff5973949054355b3fc4d845e891d3915986b3178a622c733baa0e29a55b	48	66856f206ac648781116d89f8d227d74e4acc9ba69283e0cd45bc8a52e92e475	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-9E11CB30C5A66D57F31C	3	"[""R16B-LOCAL-FAMILY:3648ab4f374cda7a490244914de785b764e7e4f7c872f094e8a2d3f03a71a560""]"	24	8a6e96610dd8bfc1b52c0a309bf13eeddfda8ab29a6eaa46f63abd6384c008b4	3700	c8f6f3981588dcff957ba2564f8062176a675b793341039ead9b5868f0d7904f	24	b914c0073cabba26b4812c3d4865769cf516d1c2415be1de553388b168d4ba66	48	651b8d6d3d549480cea005a96fb3c12b8c7f2108b25f45a310322a62de3d0753	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-A08F0A2D41741D3BF333	3	"[""R16B-LOCAL-FAMILY:15f5757830dfe043fb27e73c28ff3bfd902aaa9c938ab254fda8682d359a7249""]"	24	4f06b8b0d47bca6ff4320a5503185faf1bcc319bf4aa3abf11767f39c55a0219	676	96774b99752c4f7eaeba94621d3d3fb884c64db6c84302da7709ffc9534a1125	24	2c05790d1cc7666bb2dcd6ace33c2029d21e491e837def1821c25c217d9525ae	48	eb1cab4a2505acb401d238cab26cc522975f42e01c6d89fcf7b5f7cc628f9004	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-A26E8C9D50CE5D4B7CAD	3	"[""R16B-LOCAL-FAMILY:23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1""]"	24	0a8022c51799e25673179ed653cc6bd12d646d4653b4a2f0dc789b561b7060ed	3700	48530112af36744fec28feb20024b56b76d482fc57598645df6848f221b9b14a	24	91fef3c403fe12a005270754173b98ce718dcfdf3317c32b114e363cbcbcddc6	48	abc08178a60cae1617f314b34619944f39016eaad34101cf998d8bd51970337a	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-A3522EA5339918825DAB	3	"[""R16B-LOCAL-FAMILY:e33bd6538eb80f04087e13b1896ff995a5523453a10e8f4aec460ef9fdd87376""]"	24	42d988a00f5448818f0d50f7d92420223d49ad62c00802d844dc3646c1cf99b4	3700	a805511a5a91806f1943a893acb42ca9a89b913c8f92ed5b749d8d89cf3eec6b	24	6add2e1b86b40d531cc0ecbf25ecb5603b1a9022141d3e994193393293b918ea	48	e04d34763f94c5aa771c0e7d95ac6d4d518220d5bab6be01ef2ee8ccd4eb696b	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-A4BDE85A7EED89E9194D	3	"[""R16B-LOCAL-FAMILY:1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a""]"	24	4c074613f77cb832e3ca409ca4ba3b896d1b08e5e95949893f858bddf94adb90	1948	aa0c8495c40b556094a76f8f44eca1c4cffcc3322cc6a855e8aed8945818a7af	24	c53dde69572d8e04ca02440d1d815c70729b964c1f27b114dc305b8f98a8331c	48	ccdd9c81b55f120cdc7446921d2e9265a3174856e9884099fd1859851c8965b2	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-A4D63743BF118A6B5EEB	3	"[""R16B-LOCAL-FAMILY:af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a""]"	24	d5ac446bb25d7c2702beda5d03dd258c91d22caee4cd2c027dafcd6139f6dc52	3700	00e9641404345936f5697f4453132c0da4ed614d49e004d124b01208e15b5657	24	cc70f51636ca0c10feebeb16f42552cf81133e62d53ead975019afb778065e1f	48	5e74ffe71ee150becf6590de040423b1919d260597e2d87372aab60d36e28f03	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-A602BB9F2DAB8F8483EB	4	"[""R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a""]"	64	08f1d697f83934dfe935e8926786543337a4442b755c8e4ae4ab1bc9f7693604	9996	01bed8997429d71d830935aa46c872977dc646a04fd9ceb4b66d7c55f530fde5	64	edc7d01fc531c23c0e999685ba22d8f2ea9cddb2bc7003872c497f0b14f9104f	128	c2fa74f53389723a080ebc42f807960a73bfef290f223fe95351338aa76486be	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-A9F2BF8BC47DDFB0DADF	4	"[""R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a""]"	64	89ca511b5b268920fda4c6419760054f346a062d80901ba902f0db21ad4d3959	9996	7c64339f96b9f18d80386275bac098884d40240bd97b7b156d61690749726213	64	ca899d7780b805e641585c9e6c04d5f8e8aa6665be1c9c3a7e9e6ff8ff5c281d	128	a1e21272e16b15dd3929929e73d2c70474ef117820f7a68230ce20d453134571	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-AAFBB9C4518A72E53307	4	"[""R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a""]"	64	621183bdc7b74f56be797d598d24c4300e5ca090aa258ec84bc0922cf15753a9	9996	505265855141f1155f3d55e89983f91bea9d808def6c71247b1fcb84a500f829	64	e668e88838a599d55cf8bd8f93c851554fc4258b8eb0ed261bba396bdbe802cf	128	6c5e6b150f49277d3a7b486229fbf3bb0ed9d406029d8a45d453b86d0a37ae31	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-AFC0F9671CA9A882FD24	3	"[""R16B-LOCAL-FAMILY:23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1""]"	24	15728b9f2d41cf47e152cbfe8f90f2f3fda13594f1a41313b2726671c4716a98	3700	015f062e10fd3f917439b1e8d2eb0995b7019d48ac6c172599411658c4047a74	24	42c3e11a3655f86cc148bbbbcfb8b977b899392674f1046231f9379c5a1105a5	48	d99fbc20041eeb8464f9480256ed064554f3d3c462e2988d8f57df6657019e6b	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-B587B0DFF7C7AAFD92DE	3	"[""R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64""]"	24	9a1ac9a1916385f2b3a4c01ae4aaea8dae55be41184724f9d039f894a1ce5309	3700	ea49b81aa5efc45bf5e400b3ab93875b82d719a2be5082bb2df91c2132400375	24	6f03e5eb9eb71112a28247e8af09055ed1d9f42dad36dee3562c035170a67fd7	48	aa5ec31d43193ef3481b32553ec2b4f04d6bec3550c6e3f95d69f029095cbc3b	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-B6A8D346972E06763D12	3	"[""R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64""]"	24	3f04e3544135106a0ed5935d0310a2e0df7c989e7fb0ac63674ca1b965abbda6	3700	88e1c5a044646b5dc56d2f1a09ba939d430435ac266016282d45bb5dcd000c0c	24	35974681d1b5666badcc15ca458f58604ef5c6f3112f4dfe3b3ac429bf135aac	48	eaad9a9b3ab5f5822151f674c8083f8f3840f4c95bee478b597811ab862cd079	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-B8776B46860254CE5167	3	"[""R16B-LOCAL-FAMILY:23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1""]"	24	18b2767daddad86b0c364f258bcc88be31a05fd42f92d41df2c990257d4a9152	3700	107451bb67fd2f7ae2b394383c8da21b3f945bd8dc2ef928a4fc37e5b81045ec	24	29340c2357e3edc12052e98565cfcf804c13cf6f3cf088709eef92c89739cecf	48	3c6f7bed80cdd3f97a7da540ad2f878c5f8566690fcd749e46a0995e92ef52da	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-B88F606C91EA118DF996	4	"[""R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a""]"	64	e035e5f5e50d0d14dd129956d16b6eb857c8fbf48f749f8d37f5e251eaf11769	9996	7006bbd94d1a47aa02de2b16a3c49eed5d62c70d8400b90a26aaf0c3268b3215	64	4b2de1c7cdefb6eda526377d4d9f124483ff1553a676d16f1a90130ce5cdf54a	128	e49fa569ebf6f2a8d59641130b32d1a75df60ad72505cc6cdff1738ff6069f6f	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-B89CF80F1962096CE97B	3	"[""R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64""]"	24	9030ed1a4c9322ed8594a9e3ae2254dbc3af45092098a090aaf983b25d80514f	3700	82572eda20a14b3bfa2c0dc624f514175254cfd5e26c3dba1e009797a11f9438	24	5af9cf881ea09416313d8ce400ae86eb2a9627d3761a7706cc5f7ca99c8d858a	48	ff178233805e61e28acbc7fd3bd56935fd33d0c63d867f211e2c1609857b3282	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-BBF31442BB323BF620E9	3	"[""R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64""]"	24	974821eb93dd39bfa40b506a86359999383e4e22b457d835b5606e3b0c289aa8	3700	9b61b58c04f544aeac63292d1c202b43bde614c7a9ddd81b2306dcc53530ce8d	24	d19a7531440cfda8bb1da6795c89b3b0e1867fe46ef80ae1340a70091891b3e6	48	c2c8040672563cec248f4445e8bce770ff661db8145f53413ff228f5fc8fdadd	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-BECA2223572D1F42CB33	3	"[""R16B-LOCAL-FAMILY:af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a""]"	24	61da90f105dd8adc45eac1b2da144db330d0317b2937227602936786773ce28e	3700	710aed152363356728f882618214cf7da3373b52ea78ad7967fd2d492c91a488	24	72dd0984c147dc29ce4cf44333387c0b6f2ba2caf4af63ac5e5380b3e717f4ce	48	0061adba58588a61706fe72aff46c3fb3746110a2f46899a86b09d9373647519	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-C03149A4922793B8501B	3	"[""R16B-LOCAL-FAMILY:23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1""]"	24	90836dacb2622f0074450bb9228c8ac197e54eb2b9028e22ad14743648969c82	3700	95ff15abb299af68d857407543a2c78a71ab3b8eec6827effe9dffac33bb2710	24	688ad868c752adceb0f57112926b3fbb6a7068c950e69a17bcd8eb123d6b144d	48	a3ff9dbce78ec309ac184b85d10db766a083d6e40db2684373f061c5b019a32f	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-C19F9339DD10B635AD0D	2	[]	8	ec5e8ee175a32dc8d3c7242cd1b35023a87a9911af014924d9df0b1a060ffe47	120	3d744692e9c27cead21180e3e791553b14fef6269c4f24efe150a08ca112eef2	8	45fdf5dca187c594fbdd6ecc39aa8d9431182b6f14c6608debd51e9b326782e8	16	cded9c0cf0a7794bff710fd988172e1ded27600f383ab446138668aeffd24e7b	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-C266290FECA688658447	3	"[""R16B-LOCAL-FAMILY:23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1""]"	24	2a364251308c2b934d2a6743a3f920e35f1bbe013362e6cb3475f92c6a4a5b12	3700	94e5b1177abcceebdd67e5d15702461ef406a231c1e2f1d4b3deca9ad19548b9	24	0d8ea1732a17060739274a00ae218e32ef32bd74209304dc8eadc20925b6c985	48	e6eed65b1e6cc39ba3d4e575ce0e3c6c7395e9edf0cea4d2bfbbb883daf73e4f	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-C49E86F7CD2BACDCA032	3	"[""R16B-LOCAL-FAMILY:15f5757830dfe043fb27e73c28ff3bfd902aaa9c938ab254fda8682d359a7249""]"	24	51838a01de67c657de5d39fbba4a3cb334dc8398fbbc42a8aa5b522f3be33b27	676	dab75dd86c8d08233a5f72a17453f939cf69f73e06896b36218b0577b900f265	24	c8e96141e1f61903b939b306238aa8ea030577c7fcbaa070a176d87ca5af5d78	48	72b8cfa14b66884be1cb320427f3912254aeec4cd1e4f6d707c779e8338db312	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-CA4FBF62D5331DFD039B	2	[]	8	6c77e0d12523e8c521f40352aaac2cb4f5eaab5d0b10349bf6b6eac61ffe6cd9	1216	8f1d9ddeb57672f6832ac3dd84d14ee32198b24b2e40392705f1eb2fc4652cf1	8	304d507216e48a5939caa199fcd5fdb8a417d07d8ac3f7b2a343b6af8227de9f	16	a4fb800714139c780f60a9f54fffa77670a1cf8564d41eb08bc00d47d7e1f4dd	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-CC5CE0DB07DCB0566D8A	3	"[""R16B-LOCAL-FAMILY:1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a""]"	24	a1ebbd75112ca3ce8a5823ab2cc7d7212bd9132ae571318789e21be9dd5ff48d	1948	0a2242fe0ddb57dddd2364b9cfd276e2493c4e6ce8f148731ad82e7e4c73a118	24	4af978a8afa97da10ce863735f925b24ea6cd9980f3627cd3e66bcfbf1d9f039	48	29d70014e25da3092e2a0e89421d3b4a5e084a07399609476ae1856bf75e3c3a	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-CCA7DE5535D0FC0A9367	2	[]	8	4068e7982f5d3abb45740e7d76c82a5c6d99b3f28ad46dd9bff7fa0780000d5a	632	24a5d16c57164962e8638897dff1dfc490630770662de04d109a9b0bc7898460	8	2bd9ac640917212f33d6fb32eab4f8ee3ae5fe6660860e7a85b2eabc8683850a	16	62d8ca519533f99fd9f7a77029a54592015196a8056057ec47573c71403c4182	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-CEC6FF399BE7CB57A893	3	"[""R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e""]"	24	92e10274406ca167326a91e06a60fcfece2726bdf13e8df5869ba28902b67031	1948	ae43c4e7d3e083cb59cd80df03340dde57126cbcb4c778ef5002e4ab0aa23bca	24	796576512467daaaeb71f3f53490a15ac1fe0576df716a6846f3d3dc1f343035	48	fb088627da709af54d1c237b6ada4edb5c8eacd5411e5f71b4b76704ee73d48d	COMPLETE_PENDING_ROUND16B_REGENERATION	false
