source_success_id,source_name,macro_region,country_or_region,country_qid,source_class,institutional_level,url,final_url,http_status,content_type,response_bytes,page_title,meta_description,detected_protocols,protocol_evidence,source_success_status,capture_scope,image_policy_next,rights_policy_next,next_item_capture_priority,period_start,period_end,period_bands,wikidata_qid,wikidata_url,access_date,notes
NMSS2026R0011,Azret-Sultan,Central Asia,Kazakhstan,Q232,museum,official_source_site,http://azretsultan.kz/,https://azretsultan.kz/,200,text/html; charset=UTF-8,140000,"Басты бет - ""Әзірет Сұлтан"" Ұлттық тарихи-мәдени музей-қорығы","""Әзірет Сұлтан"" қорық-музейіне қарасты Қожа Ахмет Ясауи, Укаша ата, Гауһар ана кесенелері, Тайқазан, Лауһа, Шырағдан және т.б. қызықты ақпарат ала аласыз",RSS/Atom;JSON-LD;WordPress REST;PDF,RSS/Atom:application/rss+xml; JSON-LD:application/ld+json; WordPress REST:wp-json; PDF:.pdf,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q19358466,https://www.wikidata.org/wiki/Q19358466,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0012,ADMIRA Gallery,East Asia,Taiwan,Q865,museum,official_source_site,https://www.admiragallery.com/,https://www.admiragallery.com/,200,text/html; charset=UTF-8,140000,ADMIRA Gallery,,,,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 manual item capture,1900,2026,1931-1970; 1971-2000; 2001-2026,Q113432349,https://www.wikidata.org/wiki/Q113432349,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0013,Albanian Technical Construction Archive,Eastern Europe / Caucasus,Albania,Q222,archives,official_source_site,http://www.aqtn.gov.al,https://www.aqtn.gov.al/,200,text/html; charset=UTF-8,26864,AQTN - Arkivi Qendror Teknik i Ndertimit,"Pa arkiva ska histori, pa histori ska komb. Materjale te ndryshme tekniko arkivore te viteve te ndryshme.",Static JS App;PDF,Static JS App:vite; PDF:.pdf,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 manual item capture,1900,2026,1931-1970; 1971-2000; 2001-2026,Q28135228,https://www.wikidata.org/wiki/Q28135228,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0014,AMALITA Collection,Latin America / Caribbean,Argentina,Q414,museum,official_source_site,http://www.coleccionfortabat.org.ar,https://coleccionamalita.org.ar/,200,text/html; charset=UTF-8,91398,Colección AMALITA,,,,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 manual item capture,1900,2026,1931-1970; 1971-2000; 2001-2026,Q1108956,https://www.wikidata.org/wiki/Q1108956,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0015,Bahrain Open Data portal,MENA,Bahrain,Q398,library,official_source_site,https://www.data.gov.bh/,https://www.data.gov.bh/pages/homepage/,200,text/html; charset=utf-8,104742,homepage — Bahrain Open Data Portal,Bahrain opendata portal,RSS/Atom;PDF,"RSS/Atom:rel=""alternate""; PDF:.pdf",success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q97020160,https://www.wikidata.org/wiki/Q97020160,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0016,Lancaster Press Fiji,Oceania / Indigenous,Fiji,Q712,cultural center,official_source_site,https://www.lancasterpressfiji.com/,https://www.lancasterpressfiji.com/,200,text/html,125423,Lancaster Press Fiji – Artist Residencies in Paradise,"Lancaster Press Fiji Artist Residencies In Paradise About Lancaster Press creates an environment that nurtures the artist through unwavering support, passion and a belief in the importance of arti…",RSS/Atom;JSON-LD;WordPress REST;Static JS App,RSS/Atom:application/rss+xml; JSON-LD:schema.org; WordPress REST:wp-json; Static JS App:webpack,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q117775040,https://www.wikidata.org/wiki/Q117775040,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0017,National Museum of Afghanistan,South Asia,Afghanistan,Q889,museum,official_source_site,http://www.afghan-web.com/kabul-museum/,https://www.afghan-web.com/culture/kabul-museum/,200,text/html; charset=UTF-8,140000,Kabul Museum | Afghanistan Online,,RSS/Atom;JSON-LD;WordPress REST,RSS/Atom:application/rss+xml; JSON-LD:schema.org; WordPress REST:wp-json,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q715467,https://www.wikidata.org/wiki/Q715467,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0018,Cambodian Cultural Village,Southeast Asia,Cambodia,Q424,museum,official_source_site,http://www.cambodianculturalvillage.com/,https://cambodianculturalvillage.com/,200,text/html; charset=UTF-8,39665,How AI Enhances Professional Profile Pictures Instantly,Discover how AI and simple online tools help you create flawless professional and document photos that meet official size and quality requirements.,RSS/Atom;JSON-LD;WordPress REST,RSS/Atom:application/rss+xml; JSON-LD:application/ld+json; WordPress REST:wp-json,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q5025146,https://www.wikidata.org/wiki/Q5025146,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0019,Brokk'Art,Africa,Algeria,Q262,art gallery,official_source_site,http://brokk-art.com/,https://www.brokk-art.com/,200,text/html; charset=UTF-8,140000,Accueil,,RSS/Atom;JSON-LD;WordPress REST,RSS/Atom:application/rss+xml; JSON-LD:application/ld+json; WordPress REST:wp-json,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q115057190,https://www.wikidata.org/wiki/Q115057190,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0020,Baikonur Cosmodrome History Museum,Central Asia,Kazakhstan,Q232,museum,official_source_site,http://museum-baikonur.ru/,https://museum-baikonur.ru/,200,text/html; charset=utf-8,27306,Baikonur Cosmodrome History Museum,,,,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 manual item capture,1900,2026,1931-1970; 1971-2000; 2001-2026,Q42802322,https://www.wikidata.org/wiki/Q42802322,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0021,Ama Museum,East Asia,Taiwan,Q865,museum,official_source_site,https://www.amamuseum.org.tw/,https://amamuseum.org.tw/,200,text/html; charset=UTF-8,84016,阿嬤家-和平與女性人權館 - 婦女救援基金會附設,阿嬤家和平與女性人權館數位博物館環景導覽 · 阿嬤家開放時間：週二至週六10:00至17:00 · 每月的特殊營業時間，請參考FB發布的月曆及Google、官網上的營業時間,,,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 manual item capture,1900,2026,1931-1970; 1971-2000; 2001-2026,Q24837610,https://www.wikidata.org/wiki/Q24837610,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0022,Arkivi Qendror Shteteror I Filmit,Eastern Europe / Caucasus,Albania,Q222,library,official_source_site,http://www.aqshf.gov.al,https://aqshf.gov.al/,200,text/html; charset=UTF-8,140000,AQSHF – Faqja zyrtare e Arkivit Qendror Shtetëror të Filmit,,RSS/Atom;WordPress REST;Static JS App;PDF,RSS/Atom:application/rss+xml; WordPress REST:wp-json; Static JS App:vite; PDF:.pdf,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q16349179,https://www.wikidata.org/wiki/Q16349179,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0023,Acatushun museum,Latin America / Caribbean,Argentina,Q414,museum,official_source_site,http://www.acatushun.com/,https://walkertonhawks.com/,200,text/html,23049,Domino88 - Daftar & Main Poker IDN Online Gampang Menang Domino88 - Daftar & Main Poker IDN Online Gampang Menang,Domino88 adalah tempat terbaik untuk kamu yang ingin daftar dan main poker IDN online dengan peluang menang yang besar setiap hari. Menangkan Jackpot!,JSON-LD,JSON-LD:application/ld+json,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q6033095,https://www.wikidata.org/wiki/Q6033095,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0024,Astan Quds Razavi Museum,MENA,Iran,Q794,museum,official_source_site,https://museum.razavi.ir/,https://museum.razavi.ir/,200,text/html,6261,Astan Quds Razavi Museum,,,,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 manual item capture,1900,2026,1931-1970; 1971-2000; 2001-2026,Q5691790,https://www.wikidata.org/wiki/Q5691790,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0025,"Federated States of Micronesia Office of National Archives, Culture and Historic Preservation",Oceania / Indigenous,Micronesia,Q702,archives,official_source_site,https://nach.gov.fm/,https://nach.gov.fm/,200,text/html; charset=UTF-8,35266,"FSM Office of National Archives, Culture & Historic Preservation",,RSS/Atom;WordPress REST,RSS/Atom:application/rss+xml; WordPress REST:wp-json,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q106690283,https://www.wikidata.org/wiki/Q106690283,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0026,Alliance Française de Chittagong,South Asia,Bangladesh,Q902,cultural center,official_source_site,https://www.afchittagong.org,https://afchittagong.org/,200,text/html; charset=UTF-8,60942,Alliance Française de Chittagong,"Alliance Française de Chittagong is a French Language & Cultural Center that offers French courses and conduct cultural events intend to convey French culture as well as celebrating of local culture. Come to us at : 123,K.B.Fazlul Kader Road,Panchlaish R/A, Chittagong, Bangladesh.",IIIF;RSS/Atom;JSON-LD;WordPress REST,"IIIF:manifest.json; RSS/Atom:rel=""alternate""; JSON-LD:application/ld+json; WordPress REST:wp-json",success,official source homepage metadata; no raw payload or image download,candidate IMG02/source-hosted route; IMG03 only after item-level open-rights evidence,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P0 item/image adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q65947254,https://www.wikidata.org/wiki/Q65947254,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0027,Cambodian Landmine Museum,Southeast Asia,Cambodia,Q424,museum,official_source_site,http://www.cambodialandminemuseum.org,http://www.cambodialandminemuseum.org,200,text/html; charset=UTF-8,108217,Cambodian Landmine Museum Relief Fund,"Visit Aki Ra's Landmine Museum to learn about the wars that Cambodia endured and their aftermath, which is still reverberating through the country today.",RSS/Atom;JSON-LD;WordPress REST;Static JS App,RSS/Atom:application/rss+xml; JSON-LD:application/ld+json; WordPress REST:wp-json; Static JS App:webpack,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q5025157,https://www.wikidata.org/wiki/Q5025157,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0028,National Library of Algeria,Africa,Algeria,Q262,library,official_source_site,http://www.biblionat.dz/,https://biblionat.dz/,200,text/html; charset=UTF-8,140000,الرئيسية - المكتبة الوطنية الجزائرية,آخر الأخبار,RSS/Atom;JSON-LD;WordPress REST,RSS/Atom:application/rss+xml; JSON-LD:application/ld+json; WordPress REST:wp-content,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q2901476,https://www.wikidata.org/wiki/Q2901476,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0029,Central Scientific Library,Central Asia,Kazakhstan,Q232,library,official_source_site,http://library.kz/,http://library.kz/,200,text/html,140000,Алматы қаласындағы Орталық ғылыми кітапхана - Ресми сайт,Орталық ғылыми кітапхананың ресми сайтына қош келдіңіздер. Біздің кітапхана – Қазақстандағы ең ірі ғылыми әдебиет қорын сақтаушы.,RSS/Atom;PDF,"RSS/Atom:rel=""alternate""; PDF:.pdf",success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q12557619,https://www.wikidata.org/wiki/Q12557619,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0030,Apollo Art Gallery,East Asia,Taiwan,Q865,museum,official_source_site,https://artgalleryapollo.com/2021/,https://artgalleryapollo.com/2021/,200,text/html; charset=UTF-8,140000,"Apollo art gallery – Art Collections, Museum & Exhibition Center",台中藝術博覽會_阿波羅畫廊_展位B08吟遊於母星之間｜曾詩涵 個展黑貓域｜高橋行雄 個展 ╳ 恆。好《夜遊者》練佳昕 個展《靜謐之光》陳淑華.林祐如.王雯 漆畫聯展 ╳ 望春風文化藝術基金會 歡迎蒞臨阿波羅畫廊“以專業的眼光，為收藏者選擇好的作品；與畫家共創未來的遠景。與他們共享成名畫作的喜悅與榮耀。” “讓在台灣美術史上有貢獻的前輩師長畫家們，得到應有的尊重；年輕的畫家予以關懷及鼓勵。” ~ 畫廊創辦人 張金星 (1938-2024) ~ 更多資料 參觀資訊 開放時段 週二 - 週六(週一、日休館) 11:00 - 19:00,RSS/Atom;WordPress REST,RSS/Atom:application/rss+xml; WordPress REST:wp-json,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q113433208,https://www.wikidata.org/wiki/Q113433208,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0031,Berat National Ethnographic Museum,Eastern Europe / Caucasus,Albania,Q222,museum,official_source_site,https://muzeumet-berat.al/,https://muzeumet-berat.al/,200,text/html; charset=UTF-8,101611,Qendra Muzeore Berat – Faqja zyrtare,,RSS/Atom;WordPress REST;Static JS App,RSS/Atom:application/rss+xml; WordPress REST:wp-json; Static JS App:vite,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q3304897,https://www.wikidata.org/wiki/Q3304897,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0032,Andrés Guacurarí Historical-Archaeological Museum,Latin America / Caribbean,Argentina,Q414,museum,official_source_site,https://museoprovincial.wordpress.com/,https://museoprovincial.wordpress.com/,200,text/html; charset=UTF-8,140000,"Museo Provincial ""Andrés Guacurarí"" – Museo Histórico & Arqueológico-Posadas-Misiones-Argentina","En este momento, se están refaccionando el Museo Histórico y Arqueológico “Andrés Guacurarí” de Posadas. El museo histórico y arqueológico “Andrés Guacurarí” es Patrimonio de la Subsecretaria de Cultura de la Provincia de Misiones. Se encuentra ubicado en General Paz Nº 1865, Posadas, Misiones. Teléfono: (03764/447373).",RSS/Atom;JSON-LD;WordPress REST,RSS/Atom:application/rss+xml; JSON-LD:schema.org; WordPress REST:wp-content,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q21633759,https://www.wikidata.org/wiki/Q21633759,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0033,Book and Documented Heritage Museum of Iran,MENA,Iran,Q794,museum,official_source_site,https://www.nlai.ir/museum,https://www.nlai.ir/museum,200,text/html; charset=utf-8,102490,سازمان اسناد و کتابخانه ملی ایران | موزه کتاب و میراث مستند,موزه کتاب و میراث مستند سازمان اسناد و کتابخانه ملی ایران، مجموعه‌ای بی‌نظیر از نسخه‌های خطی، اسناد تاریخی و آثار فرهنگی ارزشمند. بازدید و آشنایی با گنجینه‌های فرهنگی ایران.,JSON-LD,JSON-LD:schema.org,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q61064135,https://www.wikidata.org/wiki/Q61064135,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0034,Palau National Archive,Oceania / Indigenous,Palau,Q695,archives,official_source_site,https://www.palaugov.pw/palau-national-archive/,https://www.palaugov.pw/palau-national-archive/,200,text/html; charset=UTF-8,127276,Palau National Archive – PalauGov.pw,,RSS/Atom;JSON-LD;WordPress REST;PDF,RSS/Atom:application/rss+xml; JSON-LD:application/ld+json; WordPress REST:wp-json; PDF:.pdf,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q106690310,https://www.wikidata.org/wiki/Q106690310,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0035,Alliance Française de Dhaka,South Asia,Bangladesh,Q902,cultural center,official_source_site,http://www.afdhaka.org/,https://afdhaka.org/,200,text/html; charset=UTF-8,140000,Home - Alliance Française de Dhaka,"Discover French language courses, art exhibitions, and events at our Dhaka center. Join the vibrant exchange between Dhaka and France!",RSS/Atom;JSON-LD;WordPress REST,RSS/Atom:application/rss+xml; JSON-LD:application/ld+json; WordPress REST:wp-json,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q4732302,https://www.wikidata.org/wiki/Q4732302,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
