cluster_key,seed_lane,candidate_rank,surface_id,year,title,image_state,source_family,source_name,proposed_relation_role,anchor_review_score,risk_flags,positive_flags,candidate_use,manual_check
Aotearoa New Zealand|Postwar exhibition and cultural posters|Te Papa|1985-1989,cover_editorial_seed_ready,1,SURF-LPC2026R018,1988,"Poster, 'He's back.....hide your wallets!'",IMG02,Te Papa,Te Papa Collections Online,sub_under_packet_candidate,78.35,,campaign; graphic; poster,top_anchor_review_candidate,seed candidate only; do not apply role automatically
Aotearoa New Zealand|Postwar exhibition and cultural posters|Te Papa|1985-1989,cover_editorial_seed_ready,2,SURF-LPC2026R017,1988,"Poster, 'Frigates'",IMG02,Te Papa,Te Papa Collections Online,sub_under_packet_candidate,78.15,,campaign; graphic; poster,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Aotearoa New Zealand|Postwar exhibition and cultural posters|Te Papa|1985-1989,cover_editorial_seed_ready,3,SURF-LPC2026R012,1985,"Poster, 'June 28 No Tour Friday'",IMG02,Te Papa,Te Papa Collections Online,sub_under_packet_candidate,75.95,,graphic; poster,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Aotearoa New Zealand|Postwar exhibition and cultural posters|Te Papa|1985-1989,cover_editorial_seed_ready,4,SURF-LPC2026R019,1988,"Poster, 'It's that nice Mr Tizard'",IMG02,Te Papa,Te Papa Collections Online,packet_member_review,74.25,,campaign; graphic; poster,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Aotearoa New Zealand|Postwar exhibition and cultural posters|Te Papa|1985-1989,cover_editorial_seed_ready,5,SURF-LPC2026R016,1988,"Poster, 'Frigates!!'",IMG02,Te Papa,Te Papa Collections Online,packet_member_review,74.25,,campaign; graphic; poster,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Aotearoa New Zealand|World War and public-information graphics|Te Papa|1980-1984,cover_editorial_seed_ready,1,SURF-GAPIT2026R025,1980,Trident missile poster,IMG02,Te Papa,Te Papa Collections Online,packet_member_review,83.8,,graphic; logo; poster,top_anchor_review_candidate,seed candidate only; do not apply role automatically
Aotearoa New Zealand|World War and public-information graphics|Te Papa|1980-1984,cover_editorial_seed_ready,2,SURF-GAPIT2026R032,1983,"Poster, 'Protest and Survive'",IMG02,Te Papa,Te Papa Collections Online,packet_member_review,80.5,,graphic; poster,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Aotearoa New Zealand|World War and public-information graphics|Te Papa|1980-1984,cover_editorial_seed_ready,3,SURF-GAPIT2026R027,1981,"Poster, 'The World According to Ronald Reagan'",IMG02,Te Papa,Te Papa Collections Online,packet_member_review,78.1,,graphic; poster,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Aotearoa New Zealand|World War and public-information graphics|Te Papa|1980-1984,cover_editorial_seed_ready,4,SURF-LPC2026R008,1984,"Poster, ""We begin bombing in five minutes""",IMG00,Te Papa,Te Papa Collections Online,packet_member_review,76.5,,graphic; poster,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Aotearoa New Zealand|World War and public-information graphics|Te Papa|1980-1984,cover_editorial_seed_ready,5,SURF-GAPIT2026R023,1980,"Poster, 'Hiroshima Day March'",IMG02,Te Papa,Te Papa Collections Online,packet_member_review,74.6,,graphic; poster,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Poland|Modern typography and layout|Wikimedia Commons|1935-1939,cover_editorial_seed_ready,1,SURF-CCE2026R00403,1937,Reklama.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Reklama.jpg / page 50442,sub_under_packet_candidate,84.45,commons_file_source,advertisement; design; graphic; poster; visual communication,top_anchor_review_candidate,seed candidate only; do not apply role automatically
Poland|Modern typography and layout|Wikimedia Commons|1935-1939,cover_editorial_seed_ready,2,SURF-CCE2026R00423,1939,Iwonicz-Zdrój advertisement (1939).jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Iwonicz-Zdrój advertisement (1939).jpg / page 52722761,packet_member_review,76.45,commons_file_source,advertisement; design; graphic; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Poland|Modern typography and layout|Wikimedia Commons|1935-1939,cover_editorial_seed_ready,3,SURF-CCE2026R00361,1936,Czwiklicer 1.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Czwiklicer 1.jpg / page 1534442,packet_member_review,76.35,commons_file_source,advertisement; design; graphic; magazine; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Poland|Modern typography and layout|Wikimedia Commons|1935-1939,cover_editorial_seed_ready,4,SURF-CCE2026R00363,1936,Pmt 1.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Pmt 1.jpg / page 1534412,sub_under_packet_candidate,76.15,commons_file_source,advertisement; design; graphic; magazine; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Poland|Modern typography and layout|Wikimedia Commons|1935-1939,cover_editorial_seed_ready,5,SURF-CCT2026R01579,1939,Movie poster - Granica in Sanok (1939).jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Movie poster - Granica in Sanok (1939).jpg / page 159862292,packet_member_review,69.65,commons_file_source,design; film poster; graphic; poster; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
United States|New Deal and civic poster programs|Library of Congress|1935-1939,cover_editorial_seed_ready,1,SURF-MC1930R017,1936,"WPA federal art regional exhibit, Montclair Museum Easel painting, graphic arts, poster display, index of design.",IMG01,Library of Congress,Library of Congress loc.gov API,packet_member_review,86.05,,design; graphic; poster; print,top_anchor_review_candidate,seed candidate only; do not apply role automatically
United States|New Deal and civic poster programs|Library of Congress|1935-1939,cover_editorial_seed_ready,2,SURF-MC1930R019,1936,"WPA women painters, Federal Art Gallery, 50 Beacon St., Boston",IMG01,Library of Congress,Library of Congress loc.gov API,packet_member_review,81.35,,exhibition; poster; print,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
United States|New Deal and civic poster programs|Library of Congress|1935-1939,cover_editorial_seed_ready,3,SURF-MC1930R025,1936,[WPA poster design showing the head and hands of a woman holding flowers and wheat above a blank banner],IMG01,Library of Congress,Library of Congress loc.gov API,sub_under_packet_candidate,79.45,,design; poster; print,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
United States|New Deal and civic poster programs|Library of Congress|1935-1939,cover_editorial_seed_ready,4,SURF-MC1930R031,1938,"WPA Federal Art Project exhibition, 77 Newbury St., Boston, Nov. 28, Dec. 10, 1938",IMG03,Library of Congress,Library of Congress loc.gov API,packet_member_review,76.85,,exhibition; poster; print,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
United States|New Deal and civic poster programs|Library of Congress|1935-1939,cover_editorial_seed_ready,5,SURF-MC1930R020,1936,"Who's who in the zoo Illustrated natural history prepared by the WPA Federal Writers Project : On sale at all book stores, zoos, and museums.",IMG01,Library of Congress,Library of Congress loc.gov API,packet_member_review,76.15,non_design_drift:natural history,advertising; poster; print,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Aotearoa New Zealand|Modern typography and layout|Wikimedia Commons|1920-1924,anchor_then_cover_seed,1,SURF-CAW2026R01526,1923,Advertisement in British & Intercolonial Exhibition 1923 guide – Egg Preservative.tif,IMG03,Wikimedia Commons,Wikimedia Commons file source / Advertisement in British & Intercolonial Exhibition 1923 guide – Egg Preservative.tif / page 127763149,packet_member_review,74.65,commons_file_source,advertisement; advertising; design; exhibition; graphic; visual communication,top_anchor_review_candidate,seed candidate only; do not apply role automatically
Aotearoa New Zealand|Modern typography and layout|Wikimedia Commons|1920-1924,anchor_then_cover_seed,2,SURF-CAW2026R01524,1923,Advertisement in British & Intercolonial Exhibition 1923 guide – Doctors Whisky.tif,IMG03,Wikimedia Commons,Wikimedia Commons file source / Advertisement in British & Intercolonial Exhibition 1923 guide – Doctors Whisky.tif / page 127763150,packet_member_review,74.65,commons_file_source,advertisement; advertising; design; exhibition; graphic; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Aotearoa New Zealand|Modern typography and layout|Wikimedia Commons|1920-1924,anchor_then_cover_seed,3,SURF-CAW2026R01525,1923,Advertisement in British & Intercolonial Exhibition 1923 guide – Dominion Cycle.tif,IMG03,Wikimedia Commons,Wikimedia Commons file source / Advertisement in British & Intercolonial Exhibition 1923 guide – Dominion Cycle.tif / page 127763151,packet_member_review,74.45,commons_file_source,advertisement; advertising; design; exhibition; graphic; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Aotearoa New Zealand|Modern typography and layout|Wikimedia Commons|1920-1924,anchor_then_cover_seed,4,SURF-CAW2026R01530,1923,Advertisement in British & Intercolonial Exhibition 1923 guide – Shacklock.tif,IMG03,Wikimedia Commons,Wikimedia Commons file source / Advertisement in British & Intercolonial Exhibition 1923 guide – Shacklock.tif / page 127763157,packet_member_review,74.35,commons_file_source,advertisement; advertising; design; exhibition; graphic; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Aotearoa New Zealand|Modern typography and layout|Wikimedia Commons|1920-1924,anchor_then_cover_seed,5,SURF-CAW2026R01528,1923,Advertisement in British & Intercolonial Exhibition 1923 guide – Radio Set.tif,IMG03,Wikimedia Commons,Wikimedia Commons file source / Advertisement in British & Intercolonial Exhibition 1923 guide – Radio Set.tif / page 127763156,packet_member_review,74.35,commons_file_source,advertisement; advertising; design; exhibition; graphic; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Aotearoa New Zealand|Travel and transport poster culture|Wikimedia Commons|1925-1929,anchor_then_cover_seed,1,SURF-CCT2026R03356,1928,New Zealand Railways - Brochure of Freight by Rail - Freights 1928 (10469465326).jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / New Zealand Railways - Brochure of Freight by Rail - Freights 1928 (10469465326).jpg / page 51250943,packet_member_review,71.65,commons_file_source,advertising; design; graphic; poster; visual communication,top_anchor_review_candidate,seed candidate only; do not apply role automatically
Aotearoa New Zealand|Travel and transport poster culture|Wikimedia Commons|1925-1929,anchor_then_cover_seed,2,SURF-CCT2026R03353,1927,"New Zealand Railway poster - Waitomo Caves, Glorious Wonders of the Underworld - Rail to Hangatiki 1927 (10469014936) (cropped).jpg",IMG03,Wikimedia Commons,"Wikimedia Commons file source / New Zealand Railway poster - Waitomo Caves, Glorious Wonders of the Underworld - Rail to Hangatiki 1927 (10469014936) (cropped).jpg / page 112444581",packet_member_review,70.35,commons_file_source,design; graphic; poster; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Aotearoa New Zealand|Travel and transport poster culture|Wikimedia Commons|1925-1929,anchor_then_cover_seed,3,SURF-CCT2026R03358,1929,"New Zealand Railway poster - The Scenic Way Through New Zealand, Dog & Goose 1929 (10469013346).jpg",IMG03,Wikimedia Commons,"Wikimedia Commons file source / New Zealand Railway poster - The Scenic Way Through New Zealand, Dog & Goose 1929 (10469013346).jpg / page 51251063",packet_member_review,68.95,commons_file_source,design; graphic; poster; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Aotearoa New Zealand|Travel and transport poster culture|Wikimedia Commons|1925-1929,anchor_then_cover_seed,4,SURF-CCT2026R03346,1925,"New Zealand Railway Poster - Tourist Tickets, New Zealand Government Railways c.1925 (10469016106).jpg",IMG03,Wikimedia Commons,"Wikimedia Commons file source / New Zealand Railway Poster - Tourist Tickets, New Zealand Government Railways c.1925 (10469016106).jpg / page 51251071",packet_member_review,68.95,commons_file_source,design; graphic; poster; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Aotearoa New Zealand|Travel and transport poster culture|Wikimedia Commons|1925-1929,anchor_then_cover_seed,5,SURF-CCT2026R03354,1927,"New Zealand Railway poster - Waitomo Caves, Glorious Wonders of the Underworld - Rail to Hangatiki 1927 (10469014936).jpg",IMG03,Wikimedia Commons,"Wikimedia Commons file source / New Zealand Railway poster - Waitomo Caves, Glorious Wonders of the Underworld - Rail to Hangatiki 1927 (10469014936).jpg / page 51251066",sub_under_packet_candidate,66.45,commons_file_source,design; graphic; poster; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Aotearoa New Zealand|Travel and transport poster culture|Wikimedia Commons|1935-1939,anchor_then_cover_seed,1,SURF-CCT2026R03379,1935,"New Zealand Railway poster - 'Get in the Queue', Queenstown c.1935 (10468985865) (cropped).jpg",IMG03,Wikimedia Commons,"Wikimedia Commons file source / New Zealand Railway poster - 'Get in the Queue', Queenstown c.1935 (10468985865) (cropped).jpg / page 112444648",packet_member_review,70.5,commons_file_source,design; graphic; poster; visual communication,top_anchor_review_candidate,seed candidate only; do not apply role automatically
Aotearoa New Zealand|Travel and transport poster culture|Wikimedia Commons|1935-1939,anchor_then_cover_seed,2,SURF-CCE2026R00425,1939,"Leaflet, promotional (AM 2005.103.7-2).jpg",IMG03,Wikimedia Commons,"Wikimedia Commons file source / Leaflet, promotional (AM 2005.103.7-2).jpg / page 65916492",packet_member_review,70.5,commons_file_source,advertisement; catalogue; design; exhibition; graphic; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Aotearoa New Zealand|Travel and transport poster culture|Wikimedia Commons|1935-1939,anchor_then_cover_seed,3,SURF-CCE2026R00424,1939,"Leaflet, promotional (AM 2005.103.7-1).jpg",IMG03,Wikimedia Commons,"Wikimedia Commons file source / Leaflet, promotional (AM 2005.103.7-1).jpg / page 65916486",packet_member_review,70.5,commons_file_source,advertisement; catalogue; design; exhibition; graphic; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Aotearoa New Zealand|Travel and transport poster culture|Wikimedia Commons|1935-1939,anchor_then_cover_seed,4,SURF-CCT2026R03381,1935,New Zealand Railway poster - Christchurch with the wonders on the doorstep 1935 (10469001036).jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / New Zealand Railway poster - Christchurch with the wonders on the doorstep 1935 (10469001036).jpg / page 51251015,packet_member_review,69.4,commons_file_source,design; graphic; poster; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Aotearoa New Zealand|Travel and transport poster culture|Wikimedia Commons|1935-1939,anchor_then_cover_seed,5,SURF-CCT2026R03380,1935,"New Zealand Railway poster - 'Get in the Queue', Queenstown c.1935 (10468985865).jpg",IMG03,Wikimedia Commons,"Wikimedia Commons file source / New Zealand Railway poster - 'Get in the Queue', Queenstown c.1935 (10468985865).jpg / page 51251008",packet_member_review,67.9,commons_file_source,design; graphic; poster; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Argentina|Modern typography and layout|Wikimedia Commons|1945-1949,anchor_then_cover_seed,1,SURF-CGS2026R0185,1945,Las seis suegras de Barba Azul 1945.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Las seis suegras de Barba Azul 1945.jpg / page 33214766,packet_member_review,71.25,commons_file_source,design; graphic; poster; visual communication,top_anchor_review_candidate,seed candidate only; do not apply role automatically
Argentina|Modern typography and layout|Wikimedia Commons|1945-1949,anchor_then_cover_seed,2,SURF-CCE2026R00524,1946,Braden o Perón.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Braden o Perón.jpg / page 7564310,packet_member_review,69.65,commons_file_source,advertisement; campaign; design; graphic; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Argentina|Modern typography and layout|Wikimedia Commons|1945-1949,anchor_then_cover_seed,3,SURF-CGS2026R0186,1945,Publicidad argentina de Vascolet.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Publicidad argentina de Vascolet.jpg / page 149838460,packet_member_review,67.05,commons_file_source,advertisement; advertising; design; graphic; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Argentina|Modern typography and layout|Wikimedia Commons|1945-1949,anchor_then_cover_seed,4,SURF-CGS2026R0361,1948,Paulette Goddard Mundo Argentino.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Paulette Goddard Mundo Argentino.jpg / page 9497683,packet_member_review,65.85,commons_file_source,design; graphic; magazine; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Argentina|Modern typography and layout|Wikimedia Commons|1945-1949,anchor_then_cover_seed,5,SURF-CGS2026R0365,1945,Priscilla Lane Mundo Argentino.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Priscilla Lane Mundo Argentino.jpg / page 9488857,packet_member_review,65.75,commons_file_source,design; graphic; magazine; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Argentina|Modern typography and layout|Wikimedia Commons|1960-1964,anchor_then_cover_seed,1,SURF-CCE2026R00645,1964,Valiant III aviso argentina.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Valiant III aviso argentina.jpg / page 118625015,packet_member_review,77.55,commons_file_source,advertisement; design; graphic; visual communication,top_anchor_review_candidate,seed candidate only; do not apply role automatically
Argentina|Modern typography and layout|Wikimedia Commons|1960-1964,anchor_then_cover_seed,2,SURF-CGS2026R0371,1963,Todo estaba sucio.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Todo estaba sucio.jpg / page 5880288,sub_under_packet_candidate,69.15,commons_file_source,book cover; design; graphic; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Argentina|Modern typography and layout|Wikimedia Commons|1960-1964,anchor_then_cover_seed,3,SURF-CCE2026R00644,1964,"Anuario del commercio peletero 1964-1965, Argentina, Alberto J. Blumenfeld (fur directory).jpg",IMG03,Wikimedia Commons,"Wikimedia Commons file source / Anuario del commercio peletero 1964-1965, Argentina, Alberto J. Blumenfeld (fur directory).jpg / page 55808594",packet_member_review,67.75,commons_file_source,advertisement; design; graphic; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Argentina|Modern typography and layout|Wikimedia Commons|1960-1964,anchor_then_cover_seed,4,SURF-CGS2026R0222,1964,"Isabel Sarli - La Leona, 1964.jpg",IMG03,Wikimedia Commons,"Wikimedia Commons file source / Isabel Sarli - La Leona, 1964.jpg / page 98512073",sub_under_packet_candidate,62.15,commons_file_source,design; graphic; poster; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Argentina|Modern typography and layout|Wikimedia Commons|1960-1964,anchor_then_cover_seed,5,SURF-CGS2026R0212,1963,Las modelos poster.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Las modelos poster.jpg / page 127202621,packet_member_review,60.95,commons_file_source,design; graphic; poster; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Azerbaijan|Modern typography and layout|Wikimedia Commons|1935-1939,anchor_then_cover_seed,1,SURF-CCT2026R01419,1935,Leyli and Majnun poster 1935-1936.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Leyli and Majnun poster 1935-1936.jpg / page 21493225,packet_member_review,66.65,commons_file_source,design; graphic; poster; visual communication,top_anchor_review_candidate,seed candidate only; do not apply role automatically
Azerbaijan|Modern typography and layout|Wikimedia Commons|1935-1939,anchor_then_cover_seed,2,SURF-CAW2026R01892,1939,Poster of Azerbaijan 1939. Science and humanities.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Poster of Azerbaijan 1939. Science and humanities.jpg / page 31646440,packet_member_review,62.05,commons_file_source,design; graphic; poster; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Azerbaijan|Modern typography and layout|Wikimedia Commons|1935-1939,anchor_then_cover_seed,3,SURF-CAW2026R01890,1939,Poster of Azerbaijan 1939. Local elections.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Poster of Azerbaijan 1939. Local elections.jpg / page 31646389,packet_member_review,61.75,commons_file_source,design; graphic; poster; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Azerbaijan|Modern typography and layout|Wikimedia Commons|1935-1939,anchor_then_cover_seed,4,SURF-CAW2026R01869,1938,Poster of Azerbaijan 1938. Planned economy.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Poster of Azerbaijan 1938. Planned economy.jpg / page 31643008,packet_member_review,61.75,commons_file_source,design; graphic; poster; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Azerbaijan|Modern typography and layout|Wikimedia Commons|1935-1939,anchor_then_cover_seed,5,SURF-CAW2026R01868,1938,Poster of Azerbaijan 1938. Krasnaya Armiya.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Poster of Azerbaijan 1938. Krasnaya Armiya.jpg / page 31646075,packet_member_review,61.75,commons_file_source,design; graphic; poster; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Global / transnational|Modern typography and layout|Another Graphic|2025-2029,anchor_then_cover_seed,1,SURF-ERS1970R003,2026,Flóki Sigurjónsson - Another Graphic,IMG02,Another Graphic,Another Graphic,packet_member_review,68.9,,design; graphic; poster; typography,top_anchor_review_candidate,seed candidate only; do not apply role automatically
Global / transnational|Modern typography and layout|Another Graphic|2025-2029,anchor_then_cover_seed,2,SURF-ERS1970R001,2026,Darius Ou - Another Graphic,IMG02,Another Graphic,Another Graphic,packet_member_review,68.9,,design; graphic; poster; typography,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
