candidate_id,source_name,macro_region,subregion,country_or_region,source_class,institutional_level,protocol_family,url,http_status,final_url,content_type,response_bytes,page_title,meta_description,detected_protocols,protocol_evidence,adapter_hint,recommended_image_policy_next,recommended_text_policy_next,rights_risk,capture_priority_next,probe_status,failure_reason,raw_probe_path,access_date,notes
NLCV30142,Bibliotheque Nationale du Cameroun,Africa,Central Africa,Cameroon,national library,national,HTML,https://www.bn.cm/,200,http://cautir.com/f.php?e=5OvolufmAJRR%2BVPNKLOMvn49fjB1TWlUcFF6N2gwOHlic25kc2NpMzBxYjZPU2d6d3JEV2tib0U5WGVOM2tFMzJiVjc4dkJOdkVaRE5QS2V0WTRrMVI4UDFhaXdlS2FpejdxVEl4bWhMYWxoUmQ5SWZRbVlnY1BnR1phQjNYNTVxcmtlWWdzVDYxMHpFdk1QWUlISnZxSWxEQjBXektSQ2FFL1V4Qlo4OW5xbWxVd2c2V2VqbVJYdVl1WEJtTldjUkJFdVdNQUpCcnBkOVNkYXNyaGdIM3dLRHRGZzNoQ3JUSXFlSnNVWmx4WFlMM053TjBrc2ZCck9BY1IzU09pWWVhaUJnUGNCOXJuaDhtWGloN0NkSnBMNHc1cmUwVmV5MzY1NHMrWHFPcC9keU9vTjJiUDIwR3Z0SVRIMDRkRWY3MmVOT2VoWHdYL2hXN09VUWs0T2twZ0U1RERaQ0FnMHhvWTZjNmJ0SzZzNERXWHE0cGdNMGRKWS8xTHJpaGR1REl0c0dBZm95L0ZLblJUTjhNaVJYVlo1emc5OW9QejIrTGpyaGlZNEI1dU80N3R0enAvbGFJbytaNWNyZFJqd0E5WElPa25qOHE5eFFCWE1BMnI%3D,text/html; charset=UTF-8,0,,,,,html_metadata_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P2 manual source review,ok,,,2026-06-05,
NLCV30143,Archives Nationales du Gabon,Africa,Central Africa,Gabon,national archive,national,HTML,https://archivesnationales.ga/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30144,Archives Nationales du Congo,Africa,Central Africa,Republic of the Congo,national archive,national,HTML,https://archivesnationales.gouv.cg/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30145,Bibliotheque Nationale du Congo,Africa,Central Africa,Republic of the Congo,national library,national,HTML,https://bibliothequenationale.cg/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30146,Bibliotheque Nationale de la RD Congo,Africa,Central Africa,Democratic Republic of the Congo,national library,national,HTML,https://bnrdc.cd/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30147,Archives Nationales d'Angola,Africa,Southern Africa,Angola,national archive,national,HTML,https://arquivonacional.gov.ao/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30148,Biblioteca Nacional de Angola,Africa,Southern Africa,Angola,national library,national,HTML,https://www.bibliotecanacional.ao/,200,https://www.bibliotecanacional.ao/,text/html; charset=UTF-8,143768,Biblioteca Nacional de Angola – A Biblioteca Nacional de Angola tem sua origem ao abrigo do Decreto nº 49448 de 27 de Dezembro de 1969,,RSS/Atom;WordPress REST;Static JS App,RSS/Atom:application/rss+xml;WordPress REST:wp-json;Static JS App:webpack,wordpress_rest_or_html_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30149,Arquivo Historico de Mocambique,Africa,Southern Africa,Mozambique,national historical archive,national/university,HTML,https://www.ahm.uem.mz/,200,https://ahm.uem.mz/,text/html; charset=UTF-8,180000,Arquivo Historico de Maputo,,RSS/Atom;JSON-LD;WordPress REST;Static JS App;PDF,RSS/Atom:application/rss+xml;JSON-LD:schema.org;WordPress REST:wp-content;Static JS App:webpack;PDF:.pdf,wordpress_rest_or_html_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30150,Biblioteca Nacional de Mocambique,Africa,Southern Africa,Mozambique,national library,national,HTML,https://www.bnm.gov.mz/,200,https://www.bnm.gov.mz/portal/,text/html; charset=UTF-8,39562,Biblioteca Nacional de Moçambique,,WordPress REST,WordPress REST:wp-json,wordpress_rest_or_html_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30151,National Archives of Madagascar,Africa,Indian Ocean,Madagascar,national archive,national,HTML,https://www.archivesnationales.gov.mg/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30152,Bibliotheque Nationale de Madagascar,Africa,Indian Ocean,Madagascar,national library,national,HTML,https://www.bnmadagascar.mg/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30153,National Archives of Mauritius,Africa,Indian Ocean,Mauritius,national archive,national,HTML,https://nationalarchives.govmu.org/,200,https://nationalarchives.govmu.org/nationalarchives/,text/html; charset=UTF-8,154020,National Archives Department – Under the aegis of Ministry of Arts and Cultural Heritage,,RSS/Atom;JSON-LD;WordPress REST;Static JS App;PDF,RSS/Atom:application/rss+xml;JSON-LD:schema.org;WordPress REST:wp-content;Static JS App:webpack;PDF:.pdf,wordpress_rest_or_html_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30154,National Library of Mauritius,Africa,Indian Ocean,Mauritius,national library,national,HTML/catalog,https://nationallibrary.govmu.org/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30155,Seychelles National Archives,Africa,Indian Ocean,Seychelles,national archive,national,HTML,https://www.sna.gov.sc/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.sna.gov.sc'. (_ssl.c:1028)>",,2026-06-05,
NLCV30156,Seychelles National Library,Africa,Indian Ocean,Seychelles,national library,national,HTML,https://www.snls.sc/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30157,National Library of Cape Verde,Africa,Atlantic Africa,Cape Verde,national library,national,HTML,https://www.bn.cv/,200,https://bn.cv/,text/html; charset=UTF-8,180000,Home 01 - Biblioteca Nacional de Cabo Verde,BNCV,RSS/Atom;JSON-LD;WordPress REST,RSS/Atom:application/rss+xml;JSON-LD:application/ld+json;WordPress REST:wp-json,wordpress_rest_or_html_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30158,Arquivo Nacional de Cabo Verde,Africa,Atlantic Africa,Cape Verde,national archive,national,HTML,https://www.arquivonacional.cv/,200,https://www.arquivonacional.cv/,text/html; charset=utf-8,71452,Instituto do Arquivo Nacional de Cabo Verde Home,,RSS/Atom,RSS/Atom:application/rss+xml,rss_atom_source_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30159,Arquivo Historico Nacional da Guine-Bissau,Africa,West Africa,Guinea-Bissau,national archive,national,HTML,https://www.ahngb.org/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30160,Biblioteca Nacional da Guine-Bissau,Africa,West Africa,Guinea-Bissau,national library,national,HTML,https://www.bn-gb.org/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30161,Instituto Moreira Salles Acervos,Latin America / Caribbean,Brazil,Brazil,visual culture archive,nonprofit,HTML/catalog,https://ims.com.br/acervos/,200,https://ims.com.br/acervos/,text/html; charset=UTF-8,88683,Sobre o acervo - Instituto Moreira Salles,"O Instituto Moreira Salles conta com arquivos, coleções e obras em sete áreas: Arte Contemporânea, Biblioteca de Fotografia, Centro de Memória e ...",RSS/Atom;JSON-LD;WordPress REST,"RSS/Atom:rel=""alternate"";JSON-LD:application/ld+json;WordPress REST:wp-json",wordpress_rest_or_html_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30162,Casa de Rui Barbosa Acervo,Latin America / Caribbean,Brazil,Brazil,research archive,national,HTML/catalog,https://www.gov.br/casaruibarbosa/,200,https://www.gov.br/casaruibarbosa/pt-br,text/html;charset=utf-8,180000,Casa Rui Barbosa :: Inicial — Fundação Casa de Rui Barbosa,Página principal da FCRB,JSON-LD,JSON-LD:application/ld+json,html_jsonld_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30163,Museu da Imagem e do Som Sao Paulo,Latin America / Caribbean,Brazil,Brazil,media archive,museum,HTML,https://mis-sp.org.br/,200,https://mis-sp.org.br/,text/html; charset=UTF-8,180000,Página inicial - MIS,Texto que representa o resumo ou linha fina. Aparece nas listas automáticas e resultados de busca e pode aparecer no topo da página e nos destaques,RSS/Atom;JSON-LD;WordPress REST,RSS/Atom:application/rss+xml;JSON-LD:application/ld+json;WordPress REST:wp-json,wordpress_rest_or_html_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30164,Centro de Documentacao e Pesquisa Vergueiro,Latin America / Caribbean,Brazil,Brazil,social movement archive,nonprofit,HTML,https://cedem.unesp.br/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,discovery_only_platform;community_or_cultural_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30165,Museo de Arte Contemporaneo de Monterrey MARCO,Latin America / Caribbean,Mexico,Mexico,museum archive,museum,HTML,https://www.marco.org.mx/,200,https://www.marco.org.mx/,text/html; charset=UTF-8,69411,MARCO | Inicio,MUSEO DE ARTE CONTEMPORÁNEO DE MONTERREY,RSS/Atom;WordPress REST,"RSS/Atom:rel=""alternate"";WordPress REST:wp-json",wordpress_rest_or_html_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30166,Centro de la Imagen Mexico,Latin America / Caribbean,Mexico,Mexico,visual culture archive,public,HTML,https://centrodelaimagen.cultura.gob.mx/,200,https://ci.cultura.gob.mx/,text/html;charset=UTF-8,103960,INICIO - CI,"Espacio dedicado a la exhibición, preservación, investigación, enseñanza, análisis y divulgación de la fotografía y la imagen entre diversos públicos.",RSS/Atom;JSON-LD;WordPress REST,RSS/Atom:application/rss+xml;JSON-LD:application/ld+json;WordPress REST:wp-json,wordpress_rest_or_html_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30167,Archivo Historico de la UNAM,Latin America / Caribbean,Mexico,Mexico,university archive,university,HTML,https://www.ahunam.unam.mx/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,URLError: <urlopen error [Errno 61] Connection refused>,,2026-06-05,
NLCV30168,Museo Universitario Arte Contemporaneo MUAC,Latin America / Caribbean,Mexico,Mexico,museum archive,university museum,HTML,https://muac.unam.mx/,200,https://muac.unam.mx/,text/html; charset=UTF-8,90181,Junio en el MUAC,"Ubicado en un edificio diseñado por Teodoro González de León para el Centro Cultural Universitario, el Museo Universitario Arte Contemporáneo, MUAC, fue inaugurado en noviembre de 2008. Poseedor de la primera colección pública de arte…",Static JS App;PDF,Static JS App:vite;PDF:.pdf,headless_metadata_probe_only,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30169,Biblioteca Nacional de Puerto Rico,Latin America / Caribbean,Caribbean,Puerto Rico,national library,national,HTML/catalog,https://www.icp.pr.gov/biblioteca-nacional,200,https://www.icp.pr.gov/biblioteca-nacional-de-puerto-rico/,text/html; charset=UTF-8,167333,Biblioteca Nacional de Puerto Rico | ICP,,CONTENTdm;RSS/Atom;WordPress REST;PDF,CONTENTdm:contentdm;RSS/Atom:application/rss+xml;WordPress REST:wp-json;PDF:.pdf,contentdm_source_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30170,Archivo General de Puerto Rico,Latin America / Caribbean,Caribbean,Puerto Rico,national archive,national,HTML,https://www.icp.pr.gov/archivo-general,200,https://www.icp.pr.gov/archivo-general/,text/html; charset=UTF-8,180000,Archivo General de Puerto Rico | ICP,,RSS/Atom;WordPress REST;PDF,RSS/Atom:application/rss+xml;WordPress REST:wp-json;PDF:.pdf,wordpress_rest_or_html_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30171,University of Puerto Rico Digital Collections,Latin America / Caribbean,Caribbean,Puerto Rico,university digital collections,university,HTML/repository,https://bibliotecadigital.upr.edu/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30172,Barbados Department of Archives,Latin America / Caribbean,Caribbean,Barbados,national archive,national,HTML,https://archives.gov.bb/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30173,National Library Service Barbados,Latin America / Caribbean,Caribbean,Barbados,national library,national,HTML,https://www.nlis.gov.bb/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30174,Bahamas National Archives,Latin America / Caribbean,Caribbean,Bahamas,national archive,national,HTML,https://www.bahamasnationalarchives.bs/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30175,National Library of The Bahamas,Latin America / Caribbean,Caribbean,Bahamas,national library,national,HTML,https://www.bahamaslibraries.org/,200,https://www.bahamaslibraries.org/,text/html,114,,,,,html_metadata_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P2 manual source review,ok,,,2026-06-05,
NLCV30176,Belize Archives and Records Service,Latin America / Caribbean,Central America / Caribbean,Belize,national archive,national,HTML,https://www.belizearchives.gov.bz/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30177,National Library Service of Belize,Latin America / Caribbean,Central America / Caribbean,Belize,national library,national,HTML,https://www.bnlsis.org/,200,https://www.bnlsis.org/,text/html; charset=UTF-8,180000,Homepage | Belize National Library Service and Information System (BNLSIS),,RSS/Atom;WordPress REST,"RSS/Atom:rel=""alternate"";WordPress REST:wordpress",wordpress_rest_or_html_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30178,Afghanistan Digital Library,South Asia,Afghanistan,Afghanistan,digital library,university/institutional,HTML,https://afghanistandl.nyu.edu/,200,https://afghanistandl.nyu.edu/,text/html; charset=UTF-8,9199,Afghanistan Digital Library,,,,html_metadata_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30179,Afghanistan Centre at Kabul University,South Asia,Afghanistan,Afghanistan,university archive/library,university,HTML,https://acku.edu.af/,200,https://acku.edu.af/,text/html; charset=UTF-8,126286,Afghanistan Center at Kabul University,,WordPress REST;PDF,WordPress REST:wp-json;PDF:.pdf,wordpress_rest_or_html_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30180,Korea Democracy Foundation Archives,East Asia,Korea,South Korea,movement archive,foundation,HTML,https://archives.kdemo.or.kr/,200,https://archives.kdemo.or.kr/,text/html,1884,error page,,,,html_metadata_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30181,Taiwan e-Learning and Digital Archives Program,East Asia,Taiwan,Taiwan,digital archive aggregator,consortium,HTML,https://culture.teldap.tw/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,URLError: <urlopen error timed out>,,2026-06-05,
NLCV30182,Mongolian National Library,Central Asia,Mongolia,Mongolia,national library,national,HTML/catalog,https://nationallibrary.mn/,200,https://nationallibrary.mn/,text/html; charset=UTF-8,67012,The National Library of Mongolia x_018_image,,,,bibliographic_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30183,Mongolian National Archives,Central Asia,Mongolia,Mongolia,national archive,national,HTML,https://archives.gov.mn/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)>,,2026-06-05,
NLCV30184,Lithuanian Integral Museum Information System LIMIS,Eastern Europe / Caucasus,Baltics,Lithuania,museum aggregator,national,HTML/catalog,https://www.limis.lt/,200,https://www.limis.lt/,text/html; charset=UTF-8,2892,,Lietuvos muziejų kolekcijos.,,,aggregator_metadata_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P2 manual source review,ok,,,2026-06-05,
NLCV30185,Polish Digital Libraries Federation,Eastern Europe / Caucasus,Central Europe,Poland,digital library federation,consortium,OAI/HTML,https://fbc.pionier.net.pl/,200,https://fbc.pionier.net.pl/,text/html;charset=utf-8,82852,Federacja Bibliotek Cyfrowych,Federacja Bibliotek Cyfrowych,IIIF;Static JS App,IIIF:manifest.json;Static JS App:_next/static,iiif_manifest_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",iiif_is_viewer_not_reuse,P1 adapter build,ok,,,2026-06-05,
NLCV30186,National Library of Albania,Eastern Europe / Caucasus,Balkans,Albania,national library,national,HTML/catalog,https://www.bksh.al/,200,https://www.bksh.al/,text/html; charset=utf-8,2633,Biblioteka Kombëtare e Shqipërisë,,IIIF;Static JS App,IIIF:manifest.json;Static JS App:webpack,iiif_manifest_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",iiif_is_viewer_not_reuse,P1 adapter build,ok,,,2026-06-05,
NLCV30187,National Library of Kosovo,Eastern Europe / Caucasus,Balkans,Kosovo,national library,national,HTML/catalog,https://www.biblioteka-ks.org/,200,https://www.biblioteka-ks.org/cgi-sys/suspendedpage.cgi,text/html,7628,Account Suspended,,,,bibliographic_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30188,National Archives of Estonia,Eastern Europe / Caucasus,Baltics,Estonia,national archive,national,HTML/catalog,https://www.ra.ee/,200,https://www.ra.ee/,text/html; charset=UTF-8,112335,Avaleht - Rahvusarhiiv,,IIIF;RSS/Atom;JSON-LD;WordPress REST,"IIIF:rel=""manifest"";RSS/Atom:application/rss+xml;JSON-LD:application/ld+json;WordPress REST:wp-json",iiif_manifest_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",iiif_is_viewer_not_reuse,P1 adapter build,ok,,,2026-06-05,
NLCV30189,Papua New Guinea National Museum and Art Gallery,Oceania / Indigenous,Pacific,Papua New Guinea,national museum archive,national,HTML,https://www.museumpng.gov.pg/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,community_or_cultural_review,P2 retry/manual verification,failed,"URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.museumpng.gov.pg'. (_ssl.c:1028)>",,2026-06-05,
NLCV30190,National Library and Archives of Papua New Guinea,Oceania / Indigenous,Pacific,Papua New Guinea,national library/archive,national,HTML,https://www.nlapng.gov.pg/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,community_or_cultural_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30191,Vanuatu Cultural Centre,Oceania / Indigenous,Pacific,Vanuatu,cultural archive,national/community,HTML,https://vanuatuculturalcentre.vu/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,community_or_cultural_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30192,Solomon Islands National Museum,Oceania / Indigenous,Pacific,Solomon Islands,national museum/archive,national,HTML,https://www.solomonislandsmuseum.gov.sb/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,community_or_cultural_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30193,Samoa National Archives and Records Authority,Oceania / Indigenous,Pacific,Samoa,national archive,national,HTML,https://www.mesc.gov.ws/,200,https://www.mesc.gov.ws/,text/html; charset=UTF-8,93936,Ministry of Education and Culture – Government of Samoa,,RSS/Atom;WordPress REST;Static JS App,RSS/Atom:application/rss+xml;WordPress REST:wp-json;Static JS App:webpack,wordpress_rest_or_html_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30194,CCA Lagos Archive,Africa,West Africa,Nigeria,contemporary art and visual culture archive,nonprofit,HTML,https://ccalagos.org/,200,https://ccalagos.org/,text/html; charset=UTF-8,180000,"Home - Centre for Contemporary Art, Lagos",,DSpace;RSS/Atom;JSON-LD;WordPress REST;Static JS App,DSpace:dspace;RSS/Atom:application/rss+xml;JSON-LD:application/ld+json;WordPress REST:wp-json;Static JS App:vite,dspace_oai_or_rest_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,P1 adapter build,ok,,,2026-06-05,
NLCV30195,Nsibidi Institute,Africa,West Africa,Nigeria,visual culture research archive,research/community,HTML,https://nsibidiinstitute.org/,200,https://nsibidiinstitute.org/,text/html; charset=UTF-8,1084,nsibidiinstitute.org,,,,html_metadata_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30196,RAW Material Company,Africa,West Africa,Senegal,art and publication archive,nonprofit,HTML,https://rawmaterialcompany.org/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,community_or_cultural_review,P2 retry/manual verification,failed,URLError: <urlopen error [Errno 61] Connection refused>,,2026-06-05,
NLCV30197,Nubuke Foundation,Africa,West Africa,Ghana,art and cultural archive,nonprofit,HTML,https://nubukefoundation.org/,200,https://nubukefoundation.com/,text/html; charset=utf-8,180000,Nubuke Foundation,,Static JS App,Static JS App:window.__,headless_metadata_probe_only,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30198,GoDown Arts Centre,Africa,East Africa,Kenya,arts archive,nonprofit,HTML,https://thegodownartscentre.com/,200,https://thegodownartscentre.com/,text/html; charset=utf-8,10021,The GoDown Arts Centre - Home,,,,html_metadata_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,P1 text/source enrichment,ok,,,2026-06-05,
