source_id,source_name,source_place_text,old_macro_region,old_country_or_region,new_macro_region,new_country_or_region,action,note
NMSS2026R0549,!Khwa ttu,Africa / South Africa,Africa,South Africa,Africa,South Africa,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0774,"""Alexandru and Aristia Aman"" County Library, Craiova",Eastern Europe / Caucasus / Romania,Eastern Europe,Romania,Eastern Europe,Romania,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0394,"""Branko Ćopić"" National Library in Brod",Eastern Europe / Caucasus / Bosnia and Herzegovina,Eastern Europe,Bosnia and Herzegovina,Eastern Europe,Bosnia and Herzegovina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0399,"""Dr. Ljubo Mihić"" National Library in Ljubinje",Eastern Europe / Caucasus / Bosnia and Herzegovina,Eastern Europe,Bosnia and Herzegovina,Eastern Europe,Bosnia and Herzegovina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0776,"""Gheorghe Asachi"" County Library in Iași",Eastern Europe / Caucasus / Romania,Eastern Europe,Romania,Eastern Europe,Romania,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0780,"""Octavian Goga"" Cluj County Library",Eastern Europe / Caucasus / Romania,Eastern Europe,Romania,Eastern Europe,Romania,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0414,"""Vuk Karadžić"" National Library in Modriča",Eastern Europe / Caucasus / Bosnia and Herzegovina,Eastern Europe,Bosnia and Herzegovina,Eastern Europe,Bosnia and Herzegovina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0966,101 Art Gallery,Latin America / Caribbean / Trinidad and Tobago,Latin America,Trinidad and Tobago,Latin America,Trinidad and Tobago,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0419,11/07/95 Gallery,Eastern Europe / Caucasus / Bosnia and Herzegovina,Eastern Europe,Bosnia and Herzegovina,Eastern Europe,Bosnia and Herzegovina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0653,4 - ti may - 1897,Eastern Europe / Caucasus / Bulgaria,Eastern Europe,Bulgaria,Eastern Europe,Bulgaria,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0862,"4 Library for adults, Ternopil",Eastern Europe / Caucasus / Ukraine,Eastern Europe,Ukraine,Eastern Europe,Ukraine,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0389,8Q SAM,Southeast Asia / Singapore,Southeast Asia,Singapore,Southeast Asia,Singapore,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0004,AIDSSH,Eastern Europe / Caucasus / Albania,Eastern Europe,Albania,Eastern Europe,Albania,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0782,ASTRA National Museum Complex,Eastern Europe / Caucasus / Romania,Eastern Europe,Romania,Eastern Europe,Romania,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0001,Abderrahmane Benhamida library,Africa / Algeria,Africa,Algeria,Africa,Algeria,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0023,Acatushun museum,Latin America / Caribbean / Argentina,Latin America,Argentina,Latin America,Argentina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0331,Adam Mickiewicz Museum,MENA / Turkey,MENA,Turkey,MENA,Turkey,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0596,Afriart Gallery,Africa / Uganda,Africa,Uganda,Africa,Uganda,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0552,Afronova,Africa / South Africa,Africa,South Africa,Africa,South Africa,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0261,Aishti Foundation,MENA / Lebanon,MENA,Lebanon,MENA,Lebanon,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0356,Akbank Sanat,MENA / Turkey,MENA,Turkey,MENA,Turkey,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0355,Akenten Appiah-Menka University of Skills Training and Entrepreneurial Development,Africa / Ghana,Africa,Ghana,Africa,Ghana,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0450,Al Qarara Cultural Museum,MENA / Palestine,MENA,Palestine,MENA,Palestine,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0010,Al-Maktaba Al-Shamela Al-Djazairiyya,Africa / Algeria,Africa,Algeria,Africa,Algeria,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0126,Al-Rawdha Al-Haidarya Library,MENA / Iraq,MENA,Iraq,MENA,Iraq,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0553,Albany Museum,Africa / South Africa,Africa,South Africa,Africa,South Africa,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0658,Alexander Nevsky Cathedral,Eastern Europe / Caucasus / Bulgaria,Eastern Europe,Bulgaria,Eastern Europe,Bulgaria,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0239,Alianza Francesa Sucre,Latin America / Caribbean / Bolivia,Latin America,Bolivia,Latin America,Bolivia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0396,Aliwal Arts Centre,Southeast Asia / Singapore,Southeast Asia,Singapore,Southeast Asia,Singapore,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0035,Alliance Française de Dhaka,South Asia / Bangladesh,South Asia,Bangladesh,South Asia,Bangladesh,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0213,Alliance Française de Karachi,South Asia / Pakistan,South Asia,Pakistan,South Asia,Pakistan,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0659,Alliance française Stara Zagora,Eastern Europe / Caucasus / Bulgaria,Eastern Europe,Bulgaria,Eastern Europe,Bulgaria,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0169,Alsharekh Archive,MENA / Kuwait,MENA,Kuwait,MENA,Kuwait,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0454,Alwaraq,MENA / United Arab Emirates,MENA,United Arab Emirates,MENA,United Arab Emirates,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0985,Amadeo León Collection,Latin America / Caribbean / Venezuela,Latin America,Venezuela,Latin America,Venezuela,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0268,Ameen Rihani Museum,MENA / Lebanon,MENA,Lebanon,MENA,Lebanon,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0817,American corner in Novi Sad,Eastern Europe / Caucasus / Serbia,Eastern Europe,Serbia,Eastern Europe,Serbia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0032,Andrés Guacurarí Historical-Archaeological Museum,Latin America / Caribbean / Argentina,Latin America,Argentina,Latin America,Argentina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0488,Angels and Muse,Africa / Nigeria,Africa,Nigeria,Africa,Nigeria,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0554,Anglo-Boer War Museum,Africa / South Africa,Africa,South Africa,Africa,South Africa,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0041,Anibal Bergallo Museum,Latin America / Caribbean / Argentina,Latin America,Argentina,Latin America,Argentina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0050,Anibal Cambas Regional Museum,Latin America / Caribbean / Argentina,Latin America,Argentina,Latin America,Argentina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0376,Ankara University School of Pharmacy Museum,MENA / Turkey,MENA,Turkey,MENA,Turkey,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0555,Ann Bryant Art Gallery,Africa / South Africa,Africa,South Africa,Africa,South Africa,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0494,Apparte del Arte,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0182,Aram Khachaturian Museum,Eastern Europe / Caucasus / Armenia,Eastern Europe,Armenia,Eastern Europe,Armenia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0232,Archaeological Museum of Matrouh,Africa / Egypt,Africa,Egypt,Africa,Egypt,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0738,Archaeological Museum of North Macedonia,Eastern Europe / Caucasus / North Macedonia,Eastern Europe,North Macedonia,Eastern Europe,North Macedonia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0818,Archaeological Museum of Đerdap,Eastern Europe / Caucasus / Serbia,Eastern Europe,Serbia,Eastern Europe,Serbia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0662,"Archaeological museum, Plovdiv",Eastern Europe / Caucasus / Bulgaria,Eastern Europe,Bulgaria,Eastern Europe,Bulgaria,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0821,Archive of Vojvodina,Eastern Europe / Caucasus / Serbia,Eastern Europe,Serbia,Eastern Europe,Serbia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0824,Archive of the Serbian Orthodox Church,Eastern Europe / Caucasus / Serbia,Eastern Europe,Serbia,Eastern Europe,Serbia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0425,Archivo Histórico del Departamento del Atlántico,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0974,Archivo Zitarrosa,Latin America / Caribbean / Uruguay,Latin America,Uruguay,Latin America,Uruguay,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0109,Argentina Data Portal,Latin America / Caribbean / Argentina,Latin America,Argentina,Latin America,Argentina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0125,Argentine Olympic Committee Museum,Latin America / Caribbean / Argentina,Latin America,Argentina,Latin America,Argentina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0189,Armenian Center for Contemporary Experimental Art,Eastern Europe / Caucasus / Armenia,Eastern Europe,Armenia,Eastern Europe,Armenia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0155,Arruabarrena Palace Municipal Regional Museum,Latin America / Caribbean / Argentina,Latin America,Argentina,Latin America,Argentina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0787,Art Museum in Piatra Neamț,Eastern Europe / Caucasus / Romania,Eastern Europe,Romania,Eastern Europe,Romania,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0403,Art Plural Gallery,Southeast Asia / Singapore,Southeast Asia,Singapore,Southeast Asia,Singapore,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0827,Art55 gallery in Niš,Eastern Europe / Caucasus / Serbia,Eastern Europe,Serbia,Eastern Europe,Serbia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0410,ArtScience Museum,Southeast Asia / Singapore,Southeast Asia,Singapore,Southeast Asia,Singapore,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0348,Artemartis,Africa / Ghana,Africa,Ghana,Africa,Ghana,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0666,Asenovgrad history museum,Eastern Europe / Caucasus / Bulgaria,Eastern Europe,Bulgaria,Eastern Europe,Bulgaria,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0422,Asian Film Archive,Southeast Asia / Singapore,Southeast Asia,Singapore,Southeast Asia,Singapore,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0975,Atchugarry Museum of Contemporary Art,Latin America / Caribbean / Uruguay,Latin America,Uruguay,Latin America,Uruguay,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0557,August House,Africa / South Africa,Africa,South Africa,Africa,South Africa,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0828,Automobile museum in Belgrade,Eastern Europe / Caucasus / Serbia,Eastern Europe,Serbia,Eastern Europe,Serbia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0291,Ayala Museum,Southeast Asia / Philippines,Southeast Asia,Philippines,Southeast Asia,Philippines,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0421,Ayyam Gallery,MENA / Syria,MENA,Syria,MENA,Syria,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0238,Aznavour Center,Eastern Europe / Caucasus / Armenia,Eastern Europe,Armenia,Eastern Europe,Armenia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0011,Azret-Sultan,Central Asia / Kazakhstan,Central Asia,Kazakhstan,Central Asia,Kazakhstan,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0427,Baan Kudichin Museum,Southeast Asia / Thailand,Southeast Asia,Thailand,Southeast Asia,Thailand,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0315,Baku Museum of Miniature Books,Eastern Europe / Caucasus / Azerbaijan,Eastern Europe,Azerbaijan,Eastern Europe,Azerbaijan,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0431,Bangkok Doll Museum,Southeast Asia / Thailand,Southeast Asia,Thailand,Southeast Asia,Thailand,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0230,Bangkok National Museum,Southeast Asia / Thailand,Southeast Asia,Thailand,Southeast Asia,Thailand,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0162,Bariloche Paleontological Association,Latin America / Caribbean / Argentina,Latin America,Argentina,Latin America,Argentina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0558,Bartolomeu Dias Museum Complex,Africa / South Africa,Africa,South Africa,Africa,South Africa,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0832,Bačka Palanka City Museum,Eastern Europe / Caucasus / Serbia,Eastern Europe,Serbia,Eastern Europe,Serbia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0872,Bee-Farming Museum,Eastern Europe / Caucasus / Ukraine,Eastern Europe,Ukraine,Eastern Europe,Ukraine,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0833,Beer Museum in Zrenjanin,Eastern Europe / Caucasus / Serbia,Eastern Europe,Serbia,Eastern Europe,Serbia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0282,Beirut Art Center,MENA / Lebanon,MENA,Lebanon,MENA,Lebanon,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0075,Beitou Hot Spring Museum,East Asia / Taiwan,East Asia,Taiwan,East Asia,Taiwan,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0834,Belgrade City Library,Eastern Europe / Caucasus / Serbia,Eastern Europe,Serbia,Eastern Europe,Serbia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0937,Belmond Andean Explorer,Latin America / Caribbean / Peru,Latin America,Peru,Latin America,Peru,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0669,Belogradchik Fortress,Eastern Europe / Caucasus / Bulgaria,Eastern Europe,Bulgaria,Eastern Europe,Bulgaria,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0670,Belogradchik History Museum,Eastern Europe / Caucasus / Bulgaria,Eastern Europe,Bulgaria,Eastern Europe,Bulgaria,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0083,Beneficial Microbes Museum and Tourism Factory,East Asia / Taiwan,East Asia,Taiwan,East Asia,Taiwan,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0892,Biblioteca - Mediateca del Centro Cultural del España en Guatemala,Latin America / Caribbean / Guatemala,Latin America,Guatemala,Latin America,Guatemala,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0148,Biblioteca Central y Centro de Documentación Perito Francisco P. Moreno,Latin America / Caribbean / Argentina,Latin America,Argentina,Latin America,Argentina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0521,Biblioteca Departamental Jorge Garcés Borrero,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0172,Biblioteca Max Von Buch,Latin America / Caribbean / Argentina,Latin America,Argentina,Latin America,Argentina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0978,Biblioteca Nuestros Hijos,Latin America / Caribbean / Uruguay,Latin America,Uruguay,Latin America,Uruguay,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0178,Biblioteca Pedagógica Eudoro Díaz,Latin America / Caribbean / Argentina,Latin America,Argentina,Latin America,Argentina,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0495,Biblioteca Pedro Mir,Latin America / Caribbean / Dominican Republic,Latin America,Dominican Republic,Latin America,Dominican Republic,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0437,Biblioteca Pública Barrial Fernando Gómez Martinez,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0461,Biblioteca Pública Municipal Domingo Sabio,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0465,Biblioteca Pública Municipal Donaldo Ortiz Sierra,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0469,Biblioteca Pública Municipal Dr. HermesDuarte Arias- Municipio de Vetas,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0472,Biblioteca Pública Municipal Eduardo Cote Lamus,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0483,Biblioteca Pública Municipal Eladio Segundo Sarmiento Garavito,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0489,Biblioteca Pública Municipal Eulises Rivera,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0491,Biblioteca Pública Municipal Ezequiel Oviedo Nieto,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0495,Biblioteca Pública Municipal Fernando Díaz Herazo De Galeras,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0497,Biblioteca Pública Municipal Fernando Enrique Mancilla Silva,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0479,Biblioteca Pública Municipal Francisco Antonio Gómez García,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0483,Biblioteca Pública Municipal Gabriel García Marquez,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0539,Biblioteca Pública Municipal German Guzmán Campos,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0540,Biblioteca Pública Municipal Gilma Castellanos,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0541,Biblioteca Pública Municipal Gregorio Gutiérrez Gónzalez,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0542,Biblioteca Pública Municipal Guillermo Salamanca Pacheco,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0543,Biblioteca Pública Municipal Helcías Martán Góngora,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0552,Biblioteca Pública Municipal José Concepción Machado Ruiz,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0555,Biblioteca Pública Municipal José Francisco Rojas Guerra,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0556,Biblioteca Pública Municipal José Félix Yela Mejía,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0557,Biblioteca Pública Municipal José Gustavo Pava Peña,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0558,Biblioteca Pública Municipal José Lorenzo Celedon Benjumea,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0559,Biblioteca Pública Municipal Juan Crisostomo de Echavarria,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0560,Biblioteca Pública Municipal Juan De Jesús Wilches,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0562,Biblioteca Pública Municipal La Cacica María,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0565,Biblioteca Pública Municipal Luis Carlos Loucurture Daza,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0566,Biblioteca Pública Municipal Luis Eduardo Paéz Courvel,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0567,Biblioteca Pública Municipal Luis José Barros Quintero,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0569,Biblioteca Pública Municipal Luruaco,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0570,Biblioteca Pública Municipal Madre Laura Montoya Upegui,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0571,Biblioteca Pública Municipal Mamá Yeya,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0576,Biblioteca Pública Municipal Miguel Ángel López Hernández,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0577,Biblioteca Pública Municipal Milcíades Mariela Del Nilo,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0579,Biblioteca Pública Municipal Monseñor José Joaquin Salcedo Guarin,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0580,Biblioteca Pública Municipal Monseñor Juan José Díaz Plata,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0585,Biblioteca Pública Municipal Pedro Medina Avendaño,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0587,Biblioteca Pública Municipal Placido Hernández,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0589,Biblioteca Pública Municipal Prado Tolima,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0590,Biblioteca Pública Municipal Rafael Antonio Ariza Ariza,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0593,Biblioteca Pública Municipal Salón Wilches,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0594,Biblioteca Pública Municipal Samuel Coneo Ayola,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0595,Biblioteca Pública Municipal San Cayetano,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0597,Biblioteca Pública Municipal Santa Ana,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0600,Biblioteca Pública Municipal Senderos del Saber,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0603,Biblioteca Pública Municipal Tiberio Venegas Pinzón,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0604,Biblioteca Pública Municipal Tulio Manuel Castro Gil,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0606,Biblioteca Pública Municipal de Buesaco,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0608,Biblioteca Pública Municipal de La Salina,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0610,Biblioteca Pública Municipal de Macanal,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0611,"Biblioteca Pública Municipal de Malambo ""Pedro Dionicio Narvaez Miranda""",Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0612,Biblioteca Pública Municipal de Manatí,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0615,Biblioteca Pública Municipal de Mutatá,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0619,Biblioteca Pública Municipal de Paz De Rio,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0620,Biblioteca Pública Municipal de Pelaya,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0621,Biblioteca Pública Municipal de Pisba Pilosísima,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0622,Biblioteca Pública Municipal de Ponedera,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0627,Biblioteca Pública Municipal de Restrepo,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0629,Biblioteca Pública Municipal de Rio Iro,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0630,Biblioteca Pública Municipal de Rio de Oro,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0632,Biblioteca Pública Municipal de Riohacha Comuna 10,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0633,Biblioteca Pública Municipal de Rondón,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0634,Biblioteca Pública Municipal de Sabanas de San Ángel,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0636,Biblioteca Pública Municipal de Samaca,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
NMSS2026R0647,Biblioteca Pública Municipal de San Pelayo,Latin America / Caribbean / Colombia,Latin America,Colombia,Latin America,Colombia,unchanged,summary geography already matches capture record source_place_text
