macro_region,country_or_region,successful_sources,source_classes,protocols
Africa,Mauritius,5,museum:2; cultural center:1; archives:1; library:1,RSS/Atom;JSON-LD;WordPress REST;Static JS App;PDF:2; (none detected):1; RSS/Atom:1; RSS/Atom;JSON-LD;WordPress REST;Static JS App:1
Africa,Morocco,26,museum:12; library:7; cultural center:6; art gallery:1,RSS/Atom;JSON-LD;WordPress REST:6; PDF:5; (none detected):4; RSS/Atom;WordPress REST:3; IIIF;RSS/Atom;Static JS App:2; RSS/Atom;JSON-LD;WordPress REST;PDF:1; WordPress REST;PDF:1; JSON-LD:1; RSS/Atom:1; RSS/Atom;JSON-LD;WordPress REST;Static JS App;PDF:1; RSS/Atom;WordPress REST;PDF:1
Africa,Mozambique,3,archives:1; museum:1; art gallery:1,RSS/Atom;JSON-LD;WordPress REST;PDF:1; RSS/Atom;JSON-LD;WordPress REST:1; WordPress REST;Static JS App:1
Africa,Namibia,8,museum:6; archives:1; library:1,(none detected):4; JSON-LD:3; JSON-LD;PDF:1
Africa,Niger,1,cultural center:1,RSS/Atom;JSON-LD;WordPress REST:1
Africa,Nigeria,1,library:1,RSS/Atom;WordPress REST;PDF:1
Central Asia,Kazakhstan,9,museum:8; archives:1,RSS/Atom;JSON-LD;WordPress REST:3; RSS/Atom:2; RSS/Atom;PDF:1; RSS/Atom;JSON-LD;WordPress REST;PDF:1; (none detected):1; RSS/Atom;WordPress REST:1
Central Asia,Mongolia,1,museum:1,Static JS App:1
Central Asia,Tajikistan,3,library:2; museum:1,RSS/Atom;JSON-LD;PDF:1; RSS/Atom;JSON-LD;WordPress REST:1; (none detected):1
Central Asia,Turkmenistan,1,museum:1,(none detected):1
Central Asia,Uzbekistan,6,museum:4; cultural center:1; library:1,(none detected):4; Static JS App:1; IIIF:1
East Asia,Taiwan,10,museum:7; library:2; cultural center:1,(none detected):6; RSS/Atom;JSON-LD;WordPress REST:2; IIIF:1; RSS/Atom;WordPress REST:1
Eastern Europe / Caucasus,Albania,8,library:6; archives:2,IIIF;Static JS App:2; RSS/Atom;JSON-LD;WordPress REST;Static JS App;PDF:1; Static JS App;PDF:1; RSS/Atom;WordPress REST;Static JS App;PDF:1; RSS/Atom;WordPress REST:1; Static JS App:1; RSS/Atom;WordPress REST;Static JS App:1
Eastern Europe / Caucasus,Armenia,23,museum:14; library:7; cultural center:1; archives:1,(none detected):6; RSS/Atom;JSON-LD;WordPress REST:3; IIIF;Static JS App:2; RSS/Atom:2; JSON-LD;WordPress REST:1; RSS/Atom;JSON-LD:1; JSON-LD:1; DSpace;PDF:1; RSS/Atom;JSON-LD;PDF:1; JSON-LD;Static JS App:1; RSS/Atom;JSON-LD;WordPress REST;Static JS App:1; RSS/Atom;JSON-LD;Static JS App:1; DSpace;RSS/Atom;JSON-LD:1; Static JS App:1
Eastern Europe / Caucasus,Azerbaijan,19,museum:11; library:4; archives:2; cultural center:2,(none detected):10; JSON-LD:2; PDF:2; WordPress REST:1; RSS/Atom:1; IIIF;PDF:1; IIIF:1; JSON-LD;WordPress REST;Static JS App:1
Eastern Europe / Caucasus,Belarus,19,museum:18; library:1,(none detected):14; RSS/Atom;JSON-LD;WordPress REST:3; RSS/Atom;JSON-LD;Static JS App:1; RSS/Atom:1
Eastern Europe / Caucasus,Bosnia and Herzegovina,1,library:1,(none detected):1
Latin America / Caribbean,Argentina,33,library:27; museum:6,(none detected):7; RSS/Atom;JSON-LD;WordPress REST:5; RSS/Atom;WordPress REST:4; PDF:3; IIIF;RSS/Atom;Static JS App:2; IIIF;PDF:2; RSS/Atom;JSON-LD;WordPress REST;Static JS App;PDF:2; JSON-LD:1; RSS/Atom;JSON-LD:1; RSS/Atom;WordPress REST;Static JS App:1; JSON-LD;Static JS App;PDF:1; RSS/Atom:1; RSS/Atom;JSON-LD;WordPress REST;PDF:1; WordPress REST:1; JSON-LD;WordPress REST;PDF:1
Latin America / Caribbean,Barbados,1,museum:1,IIIF:1
Latin America / Caribbean,Belize,1,library:1,RSS/Atom;WordPress REST:1
Latin America / Caribbean,Bolivia,14,library:5; museum:4; cultural center:3; art gallery:2,RSS/Atom;JSON-LD;WordPress REST:5; (none detected):2; RSS/Atom;WordPress REST;PDF:1; RSS/Atom;WordPress REST;Static JS App:1; RSS/Atom:1; RSS/Atom;JSON-LD:1; RSS/Atom;WordPress REST:1; Static JS App:1; JSON-LD;WordPress REST:1
Latin America / Caribbean,Chile,30,museum:24; library:3; archives:2; cultural center:1,RSS/Atom;JSON-LD;WordPress REST:10; RSS/Atom;WordPress REST:5; (none detected):4; RSS/Atom;JSON-LD;WordPress REST;PDF:3; RSS/Atom:3; WordPress REST:1; IIIF;PDF:1; RSS/Atom;JSON-LD:1; RSS/Atom;WordPress REST;PDF:1; JSON-LD:1
Latin America / Caribbean,Colombia,19,library:17; archives:1; museum:1,(none detected):14; Static JS App:2; RSS/Atom:1; RSS/Atom;JSON-LD;WordPress REST:1; RSS/Atom;WordPress REST;Static JS App;PDF:1
MENA,Bahrain,1,library:1,RSS/Atom;PDF:1
MENA,Iran,12,museum:5; library:4; cultural center:1; archives:1; art gallery:1,RSS/Atom;WordPress REST:3; (none detected):2; RSS/Atom;JSON-LD;WordPress REST:2; JSON-LD:1; IIIF:1; WordPress REST:1; RSS/Atom:1; RSS/Atom;PDF:1
MENA,Iraq,3,museum:2; library:1,(none detected):3
MENA,Jordan,6,library:3; museum:3,(none detected):2; RSS/Atom;WordPress REST:2; Static JS App;PDF:1; RSS/Atom;JSON-LD;WordPress REST:1
MENA,Kuwait,2,museum:2,WordPress REST;Static JS App:1; RSS/Atom;WordPress REST:1
MENA,Lebanon,12,museum:8; library:1; cultural center:1; art gallery:1; archives:1,(none detected):4; JSON-LD:2; RSS/Atom;JSON-LD;WordPress REST:2; JSON-LD;PDF:1; IIIF:1; RSS/Atom;JSON-LD:1; RSS/Atom;Static JS App:1
MENA,Oman,1,library:1,JSON-LD;PDF:1
MENA,Palestine,5,museum:4; art gallery:1,RSS/Atom;JSON-LD;WordPress REST;Static JS App:2; WordPress REST:1; RSS/Atom;JSON-LD;Static JS App:1; JSON-LD:1
MENA,Qatar,4,library:3; museum:1,Static JS App:1; PDF:1; RSS/Atom;PDF:1; RSS/Atom:1
MENA,Saudi Arabia,4,library:2; cultural center:1; museum:1,RSS/Atom:2; (none detected):1; RSS/Atom;JSON-LD;WordPress REST:1
MENA,Syria,1,museum:1,Static JS App:1
MENA,Turkey,21,museum:18; library:2; cultural center:1,(none detected):14; PDF:2; RSS/Atom;WordPress REST;PDF:1; IIIF;PDF:1; IIIF;JSON-LD:1; RSS/Atom;JSON-LD:1; RSS/Atom;JSON-LD;WordPress REST:1
MENA,United Arab Emirates,6,museum:3; art gallery:1; cultural center:1; library:1,RSS/Atom;WordPress REST:2; (none detected):1; IIIF;RSS/Atom;JSON-LD;WordPress REST;PDF:1; RSS/Atom;JSON-LD;WordPress REST:1; IIIF;JSON-LD:1
MENA,Yemen,3,library:2; museum:1,(none detected):2; JSON-LD;Static JS App:1
Oceania / Indigenous,Fiji,1,museum:1,RSS/Atom;JSON-LD;WordPress REST;Static JS App;PDF:1
South Asia,Afghanistan,1,museum:1,RSS/Atom;JSON-LD;WordPress REST:1
South Asia,Bangladesh,7,cultural center:3; museum:3; library:1,(none detected):3; IIIF;RSS/Atom;JSON-LD;WordPress REST:1; RSS/Atom;JSON-LD;WordPress REST:1; IIIF:1; RSS/Atom:1
South Asia,Maldives,1,library:1,Static JS App;PDF:1
South Asia,Nepal,3,museum:2; art gallery:1,RSS/Atom;JSON-LD;WordPress REST:2; RSS/Atom;WordPress REST;Static JS App:1
South Asia,Pakistan,4,art gallery:2; museum:2,RSS/Atom;WordPress REST:3; RSS/Atom;JSON-LD;WordPress REST:1
South Asia,Sri Lanka,25,museum:24; library:1,RSS/Atom;PDF:11; Static JS App:8; (none detected):2; RSS/Atom;JSON-LD;WordPress REST:2; JSON-LD:1; PDF:1
Southeast Asia,Brunei,1,archives:1,RSS/Atom:1
Southeast Asia,Cambodia,4,museum:2; cultural center:1; archives:1,RSS/Atom;JSON-LD;WordPress REST:1; (none detected):1; PDF:1; RSS/Atom;WordPress REST:1
Southeast Asia,Malaysia,23,museum:14; library:5; art gallery:2; archives:2,RSS/Atom;JSON-LD;WordPress REST:7; RSS/Atom;PDF:6; (none detected):5; RSS/Atom:2; RSS/Atom;JSON-LD:2; RSS/Atom;JSON-LD;WordPress REST;Static JS App:1
Southeast Asia,Philippines,9,museum:5; library:4,(none detected):2; JSON-LD:2; RSS/Atom;WordPress REST:2; PDF:1; Static JS App:1; RSS/Atom;WordPress REST;Static JS App:1
Southeast Asia,Singapore,34,museum:19; library:11; cultural center:3; art museum:1,(none detected):16; RSS/Atom;JSON-LD;WordPress REST:5; Static JS App:4; PDF:2; IIIF;JSON-LD;PDF:1; RSS/Atom;JSON-LD;Static JS App:1; IIIF;RSS/Atom:1; RSS/Atom;JSON-LD;Static JS App;PDF:1; IIIF;Static JS App:1; RSS/Atom;JSON-LD;PDF:1; WordPress REST:1
Southeast Asia,Thailand,9,museum:6; library:2; cultural center:1,RSS/Atom;JSON-LD;WordPress REST:2; (none detected):2; RSS/Atom;WordPress REST:1; JSON-LD;WordPress REST:1; WordPress REST:1; JSON-LD;PDF:1; JSON-LD:1
