capture_id,direction_id,direction_name,source_id,source_name,source_api_url,capture_status,source_identifier,source_record_url,source_title,source_creator,source_date_text,date_start,date_end,source_place_text,source_object_type,source_medium,source_collection,source_description,source_notes,source_subjects,source_rights_text,rights_uri,rights_basis,image_presence_code,image_presence_basis,image_state_evaluation,image_state_confidence,rights_review_required,image_state_review_note,image_frame_behavior,image_url_detected,local_copy_permitted,iiif_or_viewer_available,fallback_required,fallback_reason,raw_json_path,access_date,image_expectation,parser_status,display_mode,ocr_or_excerpt,source_description_raw,editorial_summary,historical_context_note,classification_rationale,uncertainty_note,citation_basis
CRB2026V3R00255,CRB2026V3,region_balance_v3_infer_postage_stamp,SRC-COMMONS-REGION-BALANCE-2026-V3,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265895 - Folk Tales - Nyi Loro Kidul.jpeg / page 114870845,https://commons.wikimedia.org/w/api.php?action=query&format=json&prop=imageinfo%7Ccategories&iiprop=url%7Cextmetadata%7Cmime%7Csize&iiurlwidth=1000&cllimit=20&generator=search&gsrnamespace=6&gsrsearch=%222002%22+%22postage+stamp%22&gsrlimit=50&gsroffset=0,captured,114870845,https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2002_-_Colnect_265895_-_Folk_Tales_-_Nyi_Loro_Kidul.jpeg,Stamp of Indonesia - 2002 - Colnect 265895 - Folk Tales - Nyi Loro Kidul.jpeg,Post of Indonesia,2002,2002,2002,Southeast Asia / Indonesia,large region-balanced open image record; postage stamp,source-hosted open image; graphic design / visual communication candidate,https://colnect.com/en/stamps/stamp/265895-Folk_Tales-_Nyi_Loro_Kidul-Folk_tales-Indonesia,Stamp,Stamp of Indonesia - 2002 - Colnect 265895 - Folk Tales - Nyi Loro Kidul; 2002; 2022-02-01 08:52:56; https://colnect.com/en/stamps/stamp/265895-Folk_Tales-_Nyi_Loro_Kidul-Folk_tales-Indonesia,Southeast Asia; Indonesia; postage stamp;,Wikimedia Commons open-license metadata: Public domain.,,Wikimedia Commons open-license metadata: Public domain.,IMG03,Wikimedia Commons open-license metadata: Public domain.,IMG03: Wikimedia Commons open-license metadata: Public domain.,high,false,Use source-hosted Commons image URL with attribution and source link; no local image copy.,open_image_frame,https://upload.wikimedia.org/wikipedia/commons/9/92/Stamp_of_Indonesia_-_2002_-_Colnect_265895_-_Folk_Tales_-_Nyi_Loro_Kidul.jpeg,false,https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2002_-_Colnect_265895_-_Folk_Tales_-_Nyi_Loro_Kidul.jpeg,false,,,2026-06-12,expected,ok,open_image_frame,Stamp,Stamp,Stamp of Indonesia - 2002 - Colnect 265895 - Folk Tales - Nyi Loro Kidul.jpeg is an open-license Commons image record linked to Southeast Asia / Indonesia. Stamp,This open-image record strengthens undercovered Southeast Asia / Indonesia visual evidence while preserving the Commons source page and any credited source/author.,"Selected by large region-balanced Commons query, open-license extmetadata, strict source-derived graphic-object filter, duplicate exclusion, and explicit object-year evidence.","Commons metadata can be user-maintained; verify object date, original creator, source credit, and visual-communication relevance before final scholarly use.",Wikimedia Commons. Stamp of Indonesia - 2002 - Colnect 265895 - Folk Tales - Nyi Loro Kidul.jpeg. https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2002_-_Colnect_265895_-_Folk_Tales_-_Nyi_Loro_Kidul.jpeg. Accessed 2026-06-12.
CRB2026V3R00256,CRB2026V3,region_balance_v3_infer_postage_stamp,SRC-COMMONS-REGION-BALANCE-2026-V3,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265913 - World Cup Football Championship.jpeg / page 114871902,https://commons.wikimedia.org/w/api.php?action=query&format=json&prop=imageinfo%7Ccategories&iiprop=url%7Cextmetadata%7Cmime%7Csize&iiurlwidth=1000&cllimit=20&generator=search&gsrnamespace=6&gsrsearch=%222002%22+%22postage+stamp%22&gsrlimit=50&gsroffset=0,captured,114871902,https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2002_-_Colnect_265913_-_World_Cup_Football_Championship.jpeg,Stamp of Indonesia - 2002 - Colnect 265913 - World Cup Football Championship.jpeg,Post of Indonesia,2002,2002,2002,Southeast Asia / Indonesia,large region-balanced open image record; postage stamp,source-hosted open image; graphic design / visual communication candidate,https://colnect.com/en/stamps/stamp/265913-World_Cup_Football_Championship-World_Cup_Football_Championship-Indonesia,Stamp,Stamp of Indonesia - 2002 - Colnect 265913 - World Cup Football Championship; 2002; 2022-02-01 09:26:52; https://colnect.com/en/stamps/stamp/265913-World_Cup_Football_Championship-World_Cup_Football_Championship-Indonesia,Southeast Asia; Indonesia; postage stamp;,Wikimedia Commons open-license metadata: Public domain.,,Wikimedia Commons open-license metadata: Public domain.,IMG03,Wikimedia Commons open-license metadata: Public domain.,IMG03: Wikimedia Commons open-license metadata: Public domain.,high,false,Use source-hosted Commons image URL with attribution and source link; no local image copy.,open_image_frame,https://upload.wikimedia.org/wikipedia/commons/6/6e/Stamp_of_Indonesia_-_2002_-_Colnect_265913_-_World_Cup_Football_Championship.jpeg,false,https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2002_-_Colnect_265913_-_World_Cup_Football_Championship.jpeg,false,,,2026-06-12,expected,ok,open_image_frame,Stamp,Stamp,Stamp of Indonesia - 2002 - Colnect 265913 - World Cup Football Championship.jpeg is an open-license Commons image record linked to Southeast Asia / Indonesia. Stamp,This open-image record strengthens undercovered Southeast Asia / Indonesia visual evidence while preserving the Commons source page and any credited source/author.,"Selected by large region-balanced Commons query, open-license extmetadata, strict source-derived graphic-object filter, duplicate exclusion, and explicit object-year evidence.","Commons metadata can be user-maintained; verify object date, original creator, source credit, and visual-communication relevance before final scholarly use.",Wikimedia Commons. Stamp of Indonesia - 2002 - Colnect 265913 - World Cup Football Championship.jpeg. https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2002_-_Colnect_265913_-_World_Cup_Football_Championship.jpeg. Accessed 2026-06-12.
CRB2026V3R00257,CRB2026V3,region_balance_v3_infer_postage_stamp,SRC-COMMONS-REGION-BALANCE-2026-V3,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265916 - Crown of thorns Starfish Acanthaster planci.jpeg / page 114872191,https://commons.wikimedia.org/w/api.php?action=query&format=json&prop=imageinfo%7Ccategories&iiprop=url%7Cextmetadata%7Cmime%7Csize&iiurlwidth=1000&cllimit=20&generator=search&gsrnamespace=6&gsrsearch=%222002%22+%22postage+stamp%22&gsrlimit=50&gsroffset=0,captured,114872191,https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2002_-_Colnect_265916_-_Crown_of_thorns_Starfish_Acanthaster_planci.jpeg,Stamp of Indonesia - 2002 - Colnect 265916 - Crown of thorns Starfish Acanthaster planci.jpeg,Post of Indonesia,2002,2002,2002,Southeast Asia / Indonesia,large region-balanced open image record; postage stamp,source-hosted open image; graphic design / visual communication candidate,https://colnect.com/en/stamps/stamp/265916-Crown-of-thorns_Starfish_Acanthaster_planci-Marine_Life-Indonesia,Stamp,Stamp of Indonesia - 2002 - Colnect 265916 - Crown of thorns Starfish Acanthaster planci; 2002; 2022-02-01 09:32:33; https://colnect.com/en/stamps/stamp/265916-Crown-of-thorns_Starfish_Acanthaster_planci-Marine_Life-Indonesia,Southeast Asia; Indonesia; postage stamp;,Wikimedia Commons open-license metadata: Public domain.,,Wikimedia Commons open-license metadata: Public domain.,IMG03,Wikimedia Commons open-license metadata: Public domain.,IMG03: Wikimedia Commons open-license metadata: Public domain.,high,false,Use source-hosted Commons image URL with attribution and source link; no local image copy.,open_image_frame,https://upload.wikimedia.org/wikipedia/commons/1/18/Stamp_of_Indonesia_-_2002_-_Colnect_265916_-_Crown_of_thorns_Starfish_Acanthaster_planci.jpeg,false,https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2002_-_Colnect_265916_-_Crown_of_thorns_Starfish_Acanthaster_planci.jpeg,false,,,2026-06-12,expected,ok,open_image_frame,Stamp,Stamp,Stamp of Indonesia - 2002 - Colnect 265916 - Crown of thorns Starfish Acanthaster planci.jpeg is an open-license Commons image record linked to Southeast Asia / Indonesia. Stamp,This open-image record strengthens undercovered Southeast Asia / Indonesia visual evidence while preserving the Commons source page and any credited source/author.,"Selected by large region-balanced Commons query, open-license extmetadata, strict source-derived graphic-object filter, duplicate exclusion, and explicit object-year evidence.","Commons metadata can be user-maintained; verify object date, original creator, source credit, and visual-communication relevance before final scholarly use.",Wikimedia Commons. Stamp of Indonesia - 2002 - Colnect 265916 - Crown of thorns Starfish Acanthaster planci.jpeg. https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2002_-_Colnect_265916_-_Crown_of_thorns_Starfish_Acanthaster_planci.jpeg. Accessed 2026-06-12.
CRB2026V3R00258,CRB2026V3,region_balance_v3_infer_postage_stamp,SRC-COMMONS-REGION-BALANCE-2026-V3,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265917 - Aceh Province.jpeg / page 114872243,https://commons.wikimedia.org/w/api.php?action=query&format=json&prop=imageinfo%7Ccategories&iiprop=url%7Cextmetadata%7Cmime%7Csize&iiurlwidth=1000&cllimit=20&generator=search&gsrnamespace=6&gsrsearch=%222002%22+%22postage+stamp%22&gsrlimit=50&gsroffset=0,captured,114872243,https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2002_-_Colnect_265917_-_Aceh_Province.jpeg,Stamp of Indonesia - 2002 - Colnect 265917 - Aceh Province.jpeg,Post of Indonesia,2002,2002,2002,Southeast Asia / Indonesia,large region-balanced open image record; postage stamp,source-hosted open image; graphic design / visual communication candidate,https://colnect.com/en/stamps/stamp/265917-Aceh_Province-Aceh_Province-Indonesia,Stamp,Stamp of Indonesia - 2002 - Colnect 265917 - Aceh Province; 2002; 2022-02-01 09:34:27; https://colnect.com/en/stamps/stamp/265917-Aceh_Province-Aceh_Province-Indonesia,Southeast Asia; Indonesia; postage stamp;,Wikimedia Commons open-license metadata: Public domain.,,Wikimedia Commons open-license metadata: Public domain.,IMG03,Wikimedia Commons open-license metadata: Public domain.,IMG03: Wikimedia Commons open-license metadata: Public domain.,high,false,Use source-hosted Commons image URL with attribution and source link; no local image copy.,open_image_frame,https://upload.wikimedia.org/wikipedia/commons/4/4b/Stamp_of_Indonesia_-_2002_-_Colnect_265917_-_Aceh_Province.jpeg,false,https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2002_-_Colnect_265917_-_Aceh_Province.jpeg,false,,,2026-06-12,expected,ok,open_image_frame,Stamp,Stamp,Stamp of Indonesia - 2002 - Colnect 265917 - Aceh Province.jpeg is an open-license Commons image record linked to Southeast Asia / Indonesia. Stamp,This open-image record strengthens undercovered Southeast Asia / Indonesia visual evidence while preserving the Commons source page and any credited source/author.,"Selected by large region-balanced Commons query, open-license extmetadata, strict source-derived graphic-object filter, duplicate exclusion, and explicit object-year evidence.","Commons metadata can be user-maintained; verify object date, original creator, source credit, and visual-communication relevance before final scholarly use.",Wikimedia Commons. Stamp of Indonesia - 2002 - Colnect 265917 - Aceh Province.jpeg. https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2002_-_Colnect_265917_-_Aceh_Province.jpeg. Accessed 2026-06-12.
CRB2026V3R00259,CRB2026V3,region_balance_v3_infer_postage_stamp,SRC-COMMONS-REGION-BALANCE-2026-V3,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265920 - Kites - Popotengan.jpeg / page 114872382,https://commons.wikimedia.org/w/api.php?action=query&format=json&prop=imageinfo%7Ccategories&iiprop=url%7Cextmetadata%7Cmime%7Csize&iiurlwidth=1000&cllimit=20&generator=search&gsrnamespace=6&gsrsearch=%222002%22+%22postage+stamp%22&gsrlimit=50&gsroffset=0,captured,114872382,https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2002_-_Colnect_265920_-_Kites_-_Popotengan.jpeg,Stamp of Indonesia - 2002 - Colnect 265920 - Kites - Popotengan.jpeg,Post of Indonesia,2002,2002,2002,Southeast Asia / Indonesia,large region-balanced open image record; postage stamp,source-hosted open image; graphic design / visual communication candidate,https://colnect.com/en/stamps/stamp/265920-Kites-_Popotengan-Kites-Indonesia,Stamp,Stamp of Indonesia - 2002 - Colnect 265920 - Kites - Popotengan; 2002; 2022-02-01 09:40:06; https://colnect.com/en/stamps/stamp/265920-Kites-_Popotengan-Kites-Indonesia,Southeast Asia; Indonesia; postage stamp;,Wikimedia Commons open-license metadata: Public domain.,,Wikimedia Commons open-license metadata: Public domain.,IMG03,Wikimedia Commons open-license metadata: Public domain.,IMG03: Wikimedia Commons open-license metadata: Public domain.,high,false,Use source-hosted Commons image URL with attribution and source link; no local image copy.,open_image_frame,https://upload.wikimedia.org/wikipedia/commons/7/73/Stamp_of_Indonesia_-_2002_-_Colnect_265920_-_Kites_-_Popotengan.jpeg,false,https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2002_-_Colnect_265920_-_Kites_-_Popotengan.jpeg,false,,,2026-06-12,expected,ok,open_image_frame,Stamp,Stamp,Stamp of Indonesia - 2002 - Colnect 265920 - Kites - Popotengan.jpeg is an open-license Commons image record linked to Southeast Asia / Indonesia. Stamp,This open-image record strengthens undercovered Southeast Asia / Indonesia visual evidence while preserving the Commons source page and any credited source/author.,"Selected by large region-balanced Commons query, open-license extmetadata, strict source-derived graphic-object filter, duplicate exclusion, and explicit object-year evidence.","Commons metadata can be user-maintained; verify object date, original creator, source credit, and visual-communication relevance before final scholarly use.",Wikimedia Commons. Stamp of Indonesia - 2002 - Colnect 265920 - Kites - Popotengan.jpeg. https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2002_-_Colnect_265920_-_Kites_-_Popotengan.jpeg. Accessed 2026-06-12.
CRB2026V3R00260,CRB2026V3,region_balance_v3_infer_postage_stamp,SRC-COMMONS-REGION-BALANCE-2026-V3,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265935 - Mohammad Hatta.jpeg / page 114873179,https://commons.wikimedia.org/w/api.php?action=query&format=json&prop=imageinfo%7Ccategories&iiprop=url%7Cextmetadata%7Cmime%7Csize&iiurlwidth=1000&cllimit=20&generator=search&gsrnamespace=6&gsrsearch=%222002%22+%22postage+stamp%22&gsrlimit=50&gsroffset=0,captured,114873179,https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2002_-_Colnect_265935_-_Mohammad_Hatta.jpeg,Stamp of Indonesia - 2002 - Colnect 265935 - Mohammad Hatta.jpeg,Post of Indonesia,2002,2002,2002,Southeast Asia / Indonesia,large region-balanced open image record; postage stamp,source-hosted open image; graphic design / visual communication candidate,https://colnect.com/en/stamps/stamp/265935-Mohammad_Hatta-Mohammad_Hatta-Indonesia,Stamp,Stamp of Indonesia - 2002 - Colnect 265935 - Mohammad Hatta; 2002; 2022-02-01 10:08:23; https://colnect.com/en/stamps/stamp/265935-Mohammad_Hatta-Mohammad_Hatta-Indonesia,Southeast Asia; Indonesia; postage stamp;,Wikimedia Commons open-license metadata: Public domain.,,Wikimedia Commons open-license metadata: Public domain.,IMG03,Wikimedia Commons open-license metadata: Public domain.,IMG03: Wikimedia Commons open-license metadata: Public domain.,high,false,Use source-hosted Commons image URL with attribution and source link; no local image copy.,open_image_frame,https://upload.wikimedia.org/wikipedia/commons/e/eb/Stamp_of_Indonesia_-_2002_-_Colnect_265935_-_Mohammad_Hatta.jpeg,false,https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2002_-_Colnect_265935_-_Mohammad_Hatta.jpeg,false,,,2026-06-12,expected,ok,open_image_frame,Stamp,Stamp,Stamp of Indonesia - 2002 - Colnect 265935 - Mohammad Hatta.jpeg is an open-license Commons image record linked to Southeast Asia / Indonesia. Stamp,This open-image record strengthens undercovered Southeast Asia / Indonesia visual evidence while preserving the Commons source page and any credited source/author.,"Selected by large region-balanced Commons query, open-license extmetadata, strict source-derived graphic-object filter, duplicate exclusion, and explicit object-year evidence.","Commons metadata can be user-maintained; verify object date, original creator, source credit, and visual-communication relevance before final scholarly use.",Wikimedia Commons. Stamp of Indonesia - 2002 - Colnect 265935 - Mohammad Hatta.jpeg. https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2002_-_Colnect_265935_-_Mohammad_Hatta.jpeg. Accessed 2026-06-12.
CRB2026V3R00261,CRB2026V3,region_balance_v3_infer_postage_stamp,SRC-COMMONS-REGION-BALANCE-2026-V3,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265936 - Mohammad Hatta.jpeg / page 114873215,https://commons.wikimedia.org/w/api.php?action=query&format=json&prop=imageinfo%7Ccategories&iiprop=url%7Cextmetadata%7Cmime%7Csize&iiurlwidth=1000&cllimit=20&generator=search&gsrnamespace=6&gsrsearch=%222002%22+%22postage+stamp%22&gsrlimit=50&gsroffset=0,captured,114873215,https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2002_-_Colnect_265936_-_Mohammad_Hatta.jpeg,Stamp of Indonesia - 2002 - Colnect 265936 - Mohammad Hatta.jpeg,Post of Indonesia,2002,2002,2002,Southeast Asia / Indonesia,large region-balanced open image record; postage stamp,source-hosted open image; graphic design / visual communication candidate,https://colnect.com/en/stamps/stamp/265936-Mohammad_Hatta-Mohammad_Hatta-Indonesia,Stamp,Stamp of Indonesia - 2002 - Colnect 265936 - Mohammad Hatta; 2002; 2022-02-01 10:10:16; https://colnect.com/en/stamps/stamp/265936-Mohammad_Hatta-Mohammad_Hatta-Indonesia,Southeast Asia; Indonesia; postage stamp;,Wikimedia Commons open-license metadata: Public domain.,,Wikimedia Commons open-license metadata: Public domain.,IMG03,Wikimedia Commons open-license metadata: Public domain.,IMG03: Wikimedia Commons open-license metadata: Public domain.,high,false,Use source-hosted Commons image URL with attribution and source link; no local image copy.,open_image_frame,https://upload.wikimedia.org/wikipedia/commons/c/cc/Stamp_of_Indonesia_-_2002_-_Colnect_265936_-_Mohammad_Hatta.jpeg,false,https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2002_-_Colnect_265936_-_Mohammad_Hatta.jpeg,false,,,2026-06-12,expected,ok,open_image_frame,Stamp,Stamp,Stamp of Indonesia - 2002 - Colnect 265936 - Mohammad Hatta.jpeg is an open-license Commons image record linked to Southeast Asia / Indonesia. Stamp,This open-image record strengthens undercovered Southeast Asia / Indonesia visual evidence while preserving the Commons source page and any credited source/author.,"Selected by large region-balanced Commons query, open-license extmetadata, strict source-derived graphic-object filter, duplicate exclusion, and explicit object-year evidence.","Commons metadata can be user-maintained; verify object date, original creator, source credit, and visual-communication relevance before final scholarly use.",Wikimedia Commons. Stamp of Indonesia - 2002 - Colnect 265936 - Mohammad Hatta.jpeg. https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2002_-_Colnect_265936_-_Mohammad_Hatta.jpeg. Accessed 2026-06-12.
CRB2026V3R00262,CRB2026V3,region_balance_v3_infer_postage_stamp,SRC-COMMONS-REGION-BALANCE-2026-V3,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265940 - National Leaders - Hamzah Haz.jpeg / page 114873316,https://commons.wikimedia.org/w/api.php?action=query&format=json&prop=imageinfo%7Ccategories&iiprop=url%7Cextmetadata%7Cmime%7Csize&iiurlwidth=1000&cllimit=20&generator=search&gsrnamespace=6&gsrsearch=%222002%22+%22postage+stamp%22&gsrlimit=50&gsroffset=0,captured,114873316,https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2002_-_Colnect_265940_-_National_Leaders_-_Hamzah_Haz.jpeg,Stamp of Indonesia - 2002 - Colnect 265940 - National Leaders - Hamzah Haz.jpeg,Post of Indonesia,2002,2002,2002,Southeast Asia / Indonesia,large region-balanced open image record; postage stamp,source-hosted open image; graphic design / visual communication candidate,https://colnect.com/en/stamps/stamp/265940-National_Leaders-_Hamzah_Haz-National_Leaders-Indonesia,Stamp,Stamp of Indonesia - 2002 - Colnect 265940 - National Leaders - Hamzah Haz; 2002; 2022-02-01 10:17:49; https://colnect.com/en/stamps/stamp/265940-National_Leaders-_Hamzah_Haz-National_Leaders-Indonesia,Southeast Asia; Indonesia; postage stamp;,Wikimedia Commons open-license metadata: Public domain.,,Wikimedia Commons open-license metadata: Public domain.,IMG03,Wikimedia Commons open-license metadata: Public domain.,IMG03: Wikimedia Commons open-license metadata: Public domain.,high,false,Use source-hosted Commons image URL with attribution and source link; no local image copy.,open_image_frame,https://upload.wikimedia.org/wikipedia/commons/d/d4/Stamp_of_Indonesia_-_2002_-_Colnect_265940_-_National_Leaders_-_Hamzah_Haz.jpeg,false,https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2002_-_Colnect_265940_-_National_Leaders_-_Hamzah_Haz.jpeg,false,,,2026-06-12,expected,ok,open_image_frame,Stamp,Stamp,Stamp of Indonesia - 2002 - Colnect 265940 - National Leaders - Hamzah Haz.jpeg is an open-license Commons image record linked to Southeast Asia / Indonesia. Stamp,This open-image record strengthens undercovered Southeast Asia / Indonesia visual evidence while preserving the Commons source page and any credited source/author.,"Selected by large region-balanced Commons query, open-license extmetadata, strict source-derived graphic-object filter, duplicate exclusion, and explicit object-year evidence.","Commons metadata can be user-maintained; verify object date, original creator, source credit, and visual-communication relevance before final scholarly use.",Wikimedia Commons. Stamp of Indonesia - 2002 - Colnect 265940 - National Leaders - Hamzah Haz.jpeg. https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2002_-_Colnect_265940_-_National_Leaders_-_Hamzah_Haz.jpeg. Accessed 2026-06-12.
CRB2026V3R00263,CRB2026V3,region_balance_v3_infer_postage_stamp,SRC-COMMONS-REGION-BALANCE-2026-V3,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265941 - Amphilex 02 International Stamp Exhibition.jpeg / page 114873335,https://commons.wikimedia.org/w/api.php?action=query&format=json&prop=imageinfo%7Ccategories&iiprop=url%7Cextmetadata%7Cmime%7Csize&iiurlwidth=1000&cllimit=20&generator=search&gsrnamespace=6&gsrsearch=%222002%22+%22postage+stamp%22&gsrlimit=50&gsroffset=0,captured,114873335,https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2002_-_Colnect_265941_-_Amphilex_02_International_Stamp_Exhibition.jpeg,Stamp of Indonesia - 2002 - Colnect 265941 - Amphilex 02 International Stamp Exhibition.jpeg,Post of Indonesia,2002,2002,2002,Southeast Asia / Indonesia,large region-balanced open image record; postage stamp,source-hosted open image; graphic design / visual communication candidate,https://colnect.com/en/stamps/stamp/265941-Amphilex_02_International_Stamp_Exhibition-Amphilex_02_International_Stamp_Exhibition-Indonesia,single from souvenir sheet,Stamp of Indonesia - 2002 - Colnect 265941 - Amphilex 02 International Stamp Exhibition; 2002; 2022-02-01 10:19:42; https://colnect.com/en/stamps/stamp/265941-Amphilex_02_International_Stamp_Exhibition-Amphilex_02_International_Stamp_Exhibition-Indonesia,Southeast Asia; Indonesia; postage stamp;,Wikimedia Commons open-license metadata: Public domain.,,Wikimedia Commons open-license metadata: Public domain.,IMG03,Wikimedia Commons open-license metadata: Public domain.,IMG03: Wikimedia Commons open-license metadata: Public domain.,high,false,Use source-hosted Commons image URL with attribution and source link; no local image copy.,open_image_frame,https://upload.wikimedia.org/wikipedia/commons/9/90/Stamp_of_Indonesia_-_2002_-_Colnect_265941_-_Amphilex_02_International_Stamp_Exhibition.jpeg,false,https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2002_-_Colnect_265941_-_Amphilex_02_International_Stamp_Exhibition.jpeg,false,,,2026-06-12,expected,ok,open_image_frame,single from souvenir sheet,single from souvenir sheet,Stamp of Indonesia - 2002 - Colnect 265941 - Amphilex 02 International Stamp Exhibition.jpeg is an open-license Commons image record linked to Southeast Asia / Indonesia. single from souvenir sheet,This open-image record strengthens undercovered Southeast Asia / Indonesia visual evidence while preserving the Commons source page and any credited source/author.,"Selected by large region-balanced Commons query, open-license extmetadata, strict source-derived graphic-object filter, duplicate exclusion, and explicit object-year evidence.","Commons metadata can be user-maintained; verify object date, original creator, source credit, and visual-communication relevance before final scholarly use.",Wikimedia Commons. Stamp of Indonesia - 2002 - Colnect 265941 - Amphilex 02 International Stamp Exhibition.jpeg. https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2002_-_Colnect_265941_-_Amphilex_02_International_Stamp_Exhibition.jpeg. Accessed 2026-06-12.
CRB2026V3R00264,CRB2026V3,region_balance_v3_infer_postage_stamp,SRC-COMMONS-REGION-BALANCE-2026-V3,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265942 - Amphilex 02 International Stamp Exhibition.jpeg / page 114873369,https://commons.wikimedia.org/w/api.php?action=query&format=json&prop=imageinfo%7Ccategories&iiprop=url%7Cextmetadata%7Cmime%7Csize&iiurlwidth=1000&cllimit=20&generator=search&gsrnamespace=6&gsrsearch=%222002%22+%22postage+stamp%22&gsrlimit=50&gsroffset=0,captured,114873369,https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2002_-_Colnect_265942_-_Amphilex_02_International_Stamp_Exhibition.jpeg,Stamp of Indonesia - 2002 - Colnect 265942 - Amphilex 02 International Stamp Exhibition.jpeg,Post of Indonesia,2002,2002,2002,Southeast Asia / Indonesia,large region-balanced open image record; postage stamp,source-hosted open image; graphic design / visual communication candidate,https://colnect.com/en/stamps/stamp/265942-Amphilex_02_International_Stamp_Exhibition-Amphilex_02_International_Stamp_Exhibition-Indonesia,Stamp,Stamp of Indonesia - 2002 - Colnect 265942 - Amphilex 02 International Stamp Exhibition; 2002; 2022-02-01 10:21:36; https://colnect.com/en/stamps/stamp/265942-Amphilex_02_International_Stamp_Exhibition-Amphilex_02_International_Stamp_Exhibition-Indonesia,Southeast Asia; Indonesia; postage stamp;,Wikimedia Commons open-license metadata: Public domain.,,Wikimedia Commons open-license metadata: Public domain.,IMG03,Wikimedia Commons open-license metadata: Public domain.,IMG03: Wikimedia Commons open-license metadata: Public domain.,high,false,Use source-hosted Commons image URL with attribution and source link; no local image copy.,open_image_frame,https://upload.wikimedia.org/wikipedia/commons/9/98/Stamp_of_Indonesia_-_2002_-_Colnect_265942_-_Amphilex_02_International_Stamp_Exhibition.jpeg,false,https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2002_-_Colnect_265942_-_Amphilex_02_International_Stamp_Exhibition.jpeg,false,,,2026-06-12,expected,ok,open_image_frame,Stamp,Stamp,Stamp of Indonesia - 2002 - Colnect 265942 - Amphilex 02 International Stamp Exhibition.jpeg is an open-license Commons image record linked to Southeast Asia / Indonesia. Stamp,This open-image record strengthens undercovered Southeast Asia / Indonesia visual evidence while preserving the Commons source page and any credited source/author.,"Selected by large region-balanced Commons query, open-license extmetadata, strict source-derived graphic-object filter, duplicate exclusion, and explicit object-year evidence.","Commons metadata can be user-maintained; verify object date, original creator, source credit, and visual-communication relevance before final scholarly use.",Wikimedia Commons. Stamp of Indonesia - 2002 - Colnect 265942 - Amphilex 02 International Stamp Exhibition.jpeg. https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2002_-_Colnect_265942_-_Amphilex_02_International_Stamp_Exhibition.jpeg. Accessed 2026-06-12.
